LOAD_ZONE	TIMEPOINT	lz_demand_mw
Oahu	2020062200	630.9623122215271
Oahu	2020062201	596.8828797340393
Oahu	2020062202	582.2774171829224
Oahu	2020062203	589.5800590515137
Oahu	2020062204	637.0480060577393
Oahu	2020062205	734.4180941581726
Oahu	2020062206	847.6107120513916
Oahu	2020062207	972.9745984077454
Oahu	2020062208	1058.173418045044
Oahu	2020062209	1127.5495290756226
Oahu	2020062210	1150.6750583648682
Oahu	2020062211	1164.0634536743164
Oahu	2020062212	1170.1489686965942
Oahu	2020062213	1164.0634536743164
Oahu	2020062214	1164.0634536743164
Oahu	2020062215	1164.0634536743164
Oahu	2020062216	1142.1551704406738
Oahu	2020062217	1127.5495290756226
Oahu	2020062218	1099.5557308197021
Oahu	2020062219	1148.2406854629517
Oahu	2020062220	1064.2590522766113
Oahu	2020062221	942.5464868545532
Oahu	2020062222	805.0113320350647
Oahu	2020062223	696.6871619224548
Oahu	2020062300	654.0877223014832
Oahu	2020062301	617.5740361213684
Oahu	2020062302	600.5342602729797
Oahu	2020062303	604.1855812072754
Oahu	2020062304	655.3047895431519
Oahu	2020062305	755.1091313362122
Oahu	2020062306	888.9930248260498
Oahu	2020062307	990.0144338607788
Oahu	2020062308	1065.4761791229248
Oahu	2020062309	1138.5036706924438
Oahu	2020062310	1170.1489686965942
Oahu	2020062311	1176.2346029281616
Oahu	2020062312	1185.971736907959
Oahu	2020062313	1188.4058713912964
Oahu	2020062314	1193.2744979858398
Oahu	2020062315	1181.103229522705
Oahu	2020062316	1165.2804613113403
Oahu	2020062317	1142.1551704406738
Oahu	2020062318	1123.8981485366821
Oahu	2020062319	1153.1094312667847
Oahu	2020062320	1059.390664100647
Oahu	2020062321	943.7636733055115
Oahu	2020062322	800.1428246498108
Oahu	2020062323	699.1214156150818
Oahu	2020062400	638.2651925086975
Oahu	2020062401	602.9685139656067
Oahu	2020062402	588.3630514144897
Oahu	2020062403	593.2314991950989
Oahu	2020062404	651.6534686088562
Oahu	2020062405	738.0694150924683
Oahu	2020062406	878.0388236045837
Oahu	2020062407	981.4944863319397
Oahu	2020062408	1061.8246793746948
Oahu	2020062409	1116.5955066680908
Oahu	2020062410	1147.0236778259277
Oahu	2020062411	1159.194827079773
Oahu	2020062412	1160.4119539260864
Oahu	2020062413	1160.4119539260864
Oahu	2020062414	1153.1094312667847
Oahu	2020062415	1136.0695362091064
Oahu	2020062416	1115.3782606124878
Oahu	2020062417	1091.0358428955078
Oahu	2020062418	1075.2133131027222
Oahu	2020062419	1095.9044694900513
Oahu	2020062420	1021.6597318649292
Oahu	2020062421	918.2040691375732
Oahu	2020062422	789.1887426376343
Oahu	2020062423	690.6015872955322
Oahu	2020062500	624.8767375946045
Oahu	2020062501	594.4486260414124
Oahu	2020062502	583.4944248199463
Oahu	2020062503	589.5800590515137
Oahu	2020062504	639.4822597503662
Oahu	2020062505	738.0694150924683
Oahu	2020062506	865.8676743507385
Oahu	2020062507	958.3691954612732
Oahu	2020062508	1031.396746635437
Oahu	2020062509	1086.167335510254
Oahu	2020062510	1115.3782606124878
Oahu	2020062511	1120.2470064163208
Oahu	2020062512	1120.2470064163208
Oahu	2020062513	1121.4641332626343
Oahu	2020062514	1121.4641332626343
Oahu	2020062515	1122.6810216903687
Oahu	2020062516	1104.4243574142456
Oahu	2020062517	1088.6017084121704
Oahu	2020062518	1066.6933059692383
Oahu	2020062519	1112.9441261291504
Oahu	2020062520	1043.5678958892822
Oahu	2020062521	937.6780390739441
Oahu	2020062522	811.0968470573425
Oahu	2020062523	710.0755572319031
Oahu	2020062600	651.6534686088562
Oahu	2020062601	609.0541481971741
Oahu	2020062602	595.6657528877258
Oahu	2020062603	596.8828797340393
Oahu	2020062604	645.5678939819336
Oahu	2020062605	730.7667136192322
Oahu	2020062606	854.9134731292725
Oahu	2020062607	948.6321210861206
Oahu	2020062608	1031.396746635437
Oahu	2020062609	1083.7332010269165
Oahu	2020062610	1122.6810216903687
Oahu	2020062611	1136.0695362091064
Oahu	2020062612	1148.2406854629517
Oahu	2020062613	1160.4119539260864
Oahu	2020062614	1159.194827079773
Oahu	2020062615	1159.194827079773
Oahu	2020062616	1126.332402229309
Oahu	2020062617	1091.0358428955078
Oahu	2020062618	1059.390664100647
Oahu	2020062619	1093.4700965881348
Oahu	2020062620	1024.0938663482666
Oahu	2020062621	940.1122331619263
Oahu	2020062622	831.7880034446716
Oahu	2020062623	729.5496463775635
Oahu	2020062700	661.3905429840088
Oahu	2020062701	620.0082302093506
Oahu	2020062702	596.8828797340393
Oahu	2020062703	595.6657528877258
Oahu	2020062704	612.7054691314697
Oahu	2020062705	641.9165134429932
Oahu	2020062706	722.2468256950378
Oahu	2020062707	828.136682510376
Oahu	2020062708	936.4609122276306
Oahu	2020062709	1004.619836807251
Oahu	2020062710	1021.6597318649292
Oahu	2020062711	1031.396746635437
Oahu	2020062712	1026.5281200408936
Oahu	2020062713	1026.5281200408936
Oahu	2020062714	1015.5739784240723
Oahu	2020062715	1020.4426050186157
Oahu	2020062716	1024.0938663482666
Oahu	2020062717	1009.4884634017944
Oahu	2020062718	994.8829412460327
Oahu	2020062719	1035.0481271743774
Oahu	2020062720	977.8432846069336
Oahu	2020062721	902.3813009262085
Oahu	2020062722	809.8798990249634
Oahu	2020062723	712.50981092453
Oahu	2020062800	652.8705358505249
Oahu	2020062801	613.9225959777832
Oahu	2020062802	588.3630514144897
Oahu	2020062803	585.9286785125732
Oahu	2020062804	596.8828797340393
Oahu	2020062805	615.1397824287415
Oahu	2020062806	673.5617518424988
Oahu	2020062807	767.2803997993469
Oahu	2020062808	864.6504878997803
Oahu	2020062809	934.0264797210693
Oahu	2020062810	963.2375240325928
Oahu	2020062811	975.4088521003723
Oahu	2020062812	985.1458668708801
Oahu	2020062813	986.3631725311279
Oahu	2020062814	993.6657547950745
Oahu	2020062815	1013.1398439407349
Oahu	2020062816	1031.396746635437
Oahu	2020062817	1042.3508882522583
Oahu	2020062818	1028.9623737335205
Oahu	2020062819	1078.8644552230835
Oahu	2020062820	1031.396746635437
Oahu	2020062821	940.1121735572815
Oahu	2020062822	812.3141527175903
Oahu	2020062823	707.6412439346313
