PROJECT	TIMEPOINT	proj_min_commit_fraction	proj_max_commit_fraction
H-Power	2020052203	1.0	1.0
H-Power	2020052204	1.0	1.0
H-Power	2020052205	1.0	1.0
H-Power	2020052206	1.0	1.0
H-Power	2020052207	1.0	1.0
H-Power	2020052208	1.0	1.0
H-Power	2020052209	1.0	1.0
H-Power	2020052210	1.0	1.0
H-Power	2020052211	1.0	1.0
H-Power	2020052212	1.0	1.0
H-Power	2020052213	1.0	1.0
H-Power	2020052214	1.0	1.0
H-Power	2020052215	1.0	1.0
H-Power	2020052216	1.0	1.0
H-Power	2020052217	1.0	1.0
H-Power	2020052218	1.0	1.0
H-Power	2020052219	1.0	1.0
H-Power	2020052220	1.0	1.0
H-Power	2020052221	1.0	1.0
H-Power	2020052222	1.0	1.0
H-Power	2020052223	1.0	1.0
H-Power	2020052300	1.0	1.0
H-Power	2020052301	1.0	1.0
H-Power	2020052302	1.0	1.0
H-Power	2020052303	1.0	1.0
H-Power	2020052304	1.0	1.0
H-Power	2020052305	1.0	1.0
H-Power	2020052306	1.0	1.0
H-Power	2020052307	1.0	1.0
H-Power	2020052308	1.0	1.0
H-Power	2020052309	1.0	1.0
H-Power	2020052310	1.0	1.0
H-Power	2020052311	1.0	1.0
H-Power	2020052312	1.0	1.0
H-Power	2020052313	1.0	1.0
H-Power	2020052314	1.0	1.0
H-Power	2020052315	1.0	1.0
H-Power	2020052316	1.0	1.0
H-Power	2020052317	1.0	1.0
H-Power	2020052318	1.0	1.0
H-Power	2020052319	1.0	1.0
H-Power	2020052320	1.0	1.0
H-Power	2020052321	1.0	1.0
H-Power	2020052322	1.0	1.0
H-Power	2020052323	1.0	1.0
H-Power	2020052400	1.0	1.0
H-Power	2020052401	1.0	1.0
H-Power	2020052402	1.0	1.0
H-Power	2020052403	1.0	1.0
H-Power	2020052404	1.0	1.0
H-Power	2020052405	1.0	1.0
H-Power	2020052406	1.0	1.0
H-Power	2020052407	1.0	1.0
H-Power	2020052408	1.0	1.0
H-Power	2020052409	1.0	1.0
H-Power	2020052410	1.0	1.0
H-Power	2020052411	1.0	1.0
H-Power	2020052412	1.0	1.0
H-Power	2020052413	1.0	1.0
H-Power	2020052414	1.0	1.0
H-Power	2020052415	1.0	1.0
H-Power	2020052416	1.0	1.0
H-Power	2020052417	1.0	1.0
H-Power	2020052418	1.0	1.0
H-Power	2020052419	1.0	1.0
H-Power	2020052420	1.0	1.0
H-Power	2020052421	1.0	1.0
H-Power	2020052422	1.0	1.0
H-Power	2020052423	1.0	1.0
H-Power	2020052500	1.0	1.0
H-Power	2020052501	1.0	1.0
H-Power	2020052502	1.0	1.0
H-Power	2020052503	1.0	1.0
H-Power	2020052504	1.0	1.0
H-Power	2020052505	1.0	1.0
H-Power	2020052506	1.0	1.0
H-Power	2020052507	1.0	1.0
H-Power	2020052508	1.0	1.0
H-Power	2020052509	1.0	1.0
H-Power	2020052510	1.0	1.0
H-Power	2020052511	1.0	1.0
H-Power	2020052512	1.0	1.0
H-Power	2020052513	1.0	1.0
H-Power	2020052514	1.0	1.0
H-Power	2020052515	1.0	1.0
H-Power	2020052516	1.0	1.0
H-Power	2020052517	1.0	1.0
H-Power	2020052518	1.0	1.0
H-Power	2020052519	1.0	1.0
H-Power	2020052520	1.0	1.0
H-Power	2020052521	1.0	1.0
H-Power	2020052522	1.0	1.0
H-Power	2020052523	1.0	1.0
H-Power	2020052600	1.0	1.0
H-Power	2020052601	1.0	1.0
H-Power	2020052602	1.0	1.0
H-Power	2020052603	1.0	1.0
H-Power	2020052604	1.0	1.0
H-Power	2020052605	1.0	1.0
H-Power	2020052606	1.0	1.0
H-Power	2020052607	1.0	1.0
H-Power	2020052608	1.0	1.0
H-Power	2020052609	1.0	1.0
H-Power	2020052610	1.0	1.0
H-Power	2020052611	1.0	1.0
H-Power	2020052612	1.0	1.0
H-Power	2020052613	1.0	1.0
H-Power	2020052614	1.0	1.0
H-Power	2020052615	1.0	1.0
H-Power	2020052616	1.0	1.0
H-Power	2020052617	1.0	1.0
H-Power	2020052618	1.0	1.0
H-Power	2020052619	1.0	1.0
H-Power	2020052620	1.0	1.0
H-Power	2020052621	1.0	1.0
H-Power	2020052622	1.0	1.0
H-Power	2020052623	1.0	1.0
H-Power	2020052700	1.0	1.0
H-Power	2020052701	1.0	1.0
H-Power	2020052702	1.0	1.0
H-Power	2020052703	1.0	1.0
H-Power	2020052704	1.0	1.0
H-Power	2020052705	1.0	1.0
H-Power	2020052706	1.0	1.0
H-Power	2020052707	1.0	1.0
H-Power	2020052708	1.0	1.0
H-Power	2020052709	1.0	1.0
H-Power	2020052710	1.0	1.0
H-Power	2020052711	1.0	1.0
H-Power	2020052712	1.0	1.0
H-Power	2020052713	1.0	1.0
H-Power	2020052714	1.0	1.0
H-Power	2020052715	1.0	1.0
H-Power	2020052716	1.0	1.0
H-Power	2020052717	1.0	1.0
H-Power	2020052718	1.0	1.0
H-Power	2020052719	1.0	1.0
H-Power	2020052720	1.0	1.0
H-Power	2020052721	1.0	1.0
H-Power	2020052722	1.0	1.0
H-Power	2020052723	1.0	1.0
H-Power	2020052800	1.0	1.0
H-Power	2020052801	1.0	1.0
H-Power	2020052802	1.0	1.0
H-Power	2020052803	1.0	1.0
H-Power	2020052804	1.0	1.0
H-Power	2020052805	1.0	1.0
H-Power	2020052806	1.0	1.0
H-Power	2020052807	1.0	1.0
H-Power	2020052808	1.0	1.0
H-Power	2020052809	1.0	1.0
H-Power	2020052810	1.0	1.0
H-Power	2020052811	1.0	1.0
H-Power	2020052812	1.0	1.0
H-Power	2020052813	1.0	1.0
H-Power	2020052814	1.0	1.0
H-Power	2020052815	1.0	1.0
H-Power	2020052816	1.0	1.0
H-Power	2020052817	1.0	1.0
H-Power	2020052818	1.0	1.0
H-Power	2020052819	1.0	1.0
H-Power	2020052820	1.0	1.0
H-Power	2020052821	1.0	1.0
H-Power	2020052822	1.0	1.0
H-Power	2020052823	1.0	1.0
H-Power	2020052900	1.0	1.0
H-Power	2020052901	1.0	1.0
H-Power	2020052902	1.0	1.0
H-Power	2020052903	1.0	1.0
H-Power	2020052904	1.0	1.0
H-Power	2020052905	1.0	1.0
H-Power	2020052906	1.0	1.0
H-Power	2020052907	1.0	1.0
H-Power	2020052908	1.0	1.0
H-Power	2020052909	1.0	1.0
H-Power	2020052910	1.0	1.0
H-Power	2020052911	1.0	1.0
H-Power	2020052912	1.0	1.0
H-Power	2020052913	1.0	1.0
H-Power	2020052914	1.0	1.0
H-Power	2020052915	1.0	1.0
H-Power	2020052916	1.0	1.0
H-Power	2020052917	1.0	1.0
H-Power	2020052918	1.0	1.0
H-Power	2020052919	1.0	1.0
H-Power	2020052920	1.0	1.0
H-Power	2020052921	1.0	1.0
H-Power	2020052922	1.0	1.0
H-Power	2020052923	1.0	1.0
H-Power	2020053000	1.0	1.0
H-Power	2020053001	1.0	1.0
H-Power	2020053002	1.0	1.0
H-Power	2020053003	1.0	1.0
H-Power	2020053004	1.0	1.0
H-Power	2020053005	1.0	1.0
H-Power	2020053006	1.0	1.0
H-Power	2020053007	1.0	1.0
H-Power	2020053008	1.0	1.0
H-Power	2020053009	1.0	1.0
H-Power	2020053010	1.0	1.0
H-Power	2020053011	1.0	1.0
H-Power	2020053012	1.0	1.0
H-Power	2020053013	1.0	1.0
H-Power	2020053014	1.0	1.0
H-Power	2020053015	1.0	1.0
H-Power	2020053016	1.0	1.0
H-Power	2020053017	1.0	1.0
H-Power	2020053018	1.0	1.0
H-Power	2020053019	1.0	1.0
H-Power	2020053020	1.0	1.0
H-Power	2020053021	1.0	1.0
H-Power	2020053022	1.0	1.0
H-Power	2020053023	1.0	1.0
H-Power	2020053100	1.0	1.0
H-Power	2020053101	1.0	1.0
H-Power	2020053102	1.0	1.0
H-Power	2020053103	1.0	1.0
H-Power	2020053104	1.0	1.0
H-Power	2020053105	1.0	1.0
H-Power	2020053106	1.0	1.0
H-Power	2020053107	1.0	1.0
H-Power	2020053108	1.0	1.0
H-Power	2020053109	1.0	1.0
H-Power	2020053110	1.0	1.0
H-Power	2020053111	1.0	1.0
H-Power	2020053112	1.0	1.0
H-Power	2020053113	1.0	1.0
H-Power	2020053114	1.0	1.0
H-Power	2020053115	1.0	1.0
H-Power	2020053116	1.0	1.0
H-Power	2020053117	1.0	1.0
H-Power	2020053118	1.0	1.0
H-Power	2020053119	1.0	1.0
H-Power	2020053120	1.0	1.0
H-Power	2020053121	1.0	1.0
H-Power	2020053122	1.0	1.0
H-Power	2020053123	1.0	1.0
H-Power	2020060100	1.0	1.0
H-Power	2020060101	1.0	1.0
H-Power	2020060102	1.0	1.0
H-Power	2020060103	1.0	1.0
H-Power	2020060104	1.0	1.0
H-Power	2020060105	1.0	1.0
H-Power	2020060106	1.0	1.0
H-Power	2020060107	1.0	1.0
H-Power	2020060108	1.0	1.0
H-Power	2020060109	1.0	1.0
H-Power	2020060110	1.0	1.0
H-Power	2020060111	1.0	1.0
H-Power	2020060112	1.0	1.0
H-Power	2020060113	1.0	1.0
H-Power	2020060114	1.0	1.0
H-Power	2020060115	1.0	1.0
H-Power	2020060116	1.0	1.0
H-Power	2020060117	1.0	1.0
H-Power	2020060118	1.0	1.0
H-Power	2020060119	1.0	1.0
H-Power	2020060120	1.0	1.0
H-Power	2020060121	1.0	1.0
H-Power	2020060122	1.0	1.0
H-Power	2020060123	1.0	1.0
H-Power	2020060200	1.0	1.0
H-Power	2020060201	1.0	1.0
H-Power	2020060202	1.0	1.0
H-Power	2020060203	1.0	1.0
H-Power	2020060204	1.0	1.0
H-Power	2020060205	1.0	1.0
H-Power	2020060206	1.0	1.0
H-Power	2020060207	1.0	1.0
H-Power	2020060208	1.0	1.0
H-Power	2020060209	1.0	1.0
H-Power	2020060210	1.0	1.0
H-Power	2020060211	1.0	1.0
H-Power	2020060212	1.0	1.0
H-Power	2020060213	1.0	1.0
H-Power	2020060214	1.0	1.0
H-Power	2020060215	1.0	1.0
H-Power	2020060216	1.0	1.0
H-Power	2020060217	1.0	1.0
H-Power	2020060218	1.0	1.0
H-Power	2020060219	1.0	1.0
H-Power	2020060220	1.0	1.0
H-Power	2020060221	1.0	1.0
H-Power	2020060222	1.0	1.0
H-Power	2020060223	1.0	1.0
H-Power	2020060300	1.0	1.0
H-Power	2020060301	1.0	1.0
H-Power	2020060302	1.0	1.0
H-Power	2020060303	1.0	1.0
H-Power	2020060304	1.0	1.0
H-Power	2020060305	1.0	1.0
H-Power	2020060306	1.0	1.0
H-Power	2020060307	1.0	1.0
H-Power	2020060308	1.0	1.0
H-Power	2020060309	1.0	1.0
H-Power	2020060310	1.0	1.0
H-Power	2020060311	1.0	1.0
H-Power	2020060312	1.0	1.0
H-Power	2020060313	1.0	1.0
H-Power	2020060314	1.0	1.0
H-Power	2020060315	1.0	1.0
H-Power	2020060316	1.0	1.0
H-Power	2020060317	1.0	1.0
H-Power	2020060318	1.0	1.0
H-Power	2020060319	1.0	1.0
H-Power	2020060320	1.0	1.0
H-Power	2020060321	1.0	1.0
H-Power	2020060322	1.0	1.0
H-Power	2020060323	1.0	1.0
H-Power	2020060400	1.0	1.0
H-Power	2020060401	1.0	1.0
H-Power	2020060402	1.0	1.0
H-Power	2020060403	1.0	1.0
H-Power	2020060404	1.0	1.0
H-Power	2020060405	1.0	1.0
H-Power	2020060406	1.0	1.0
H-Power	2020060407	1.0	1.0
H-Power	2020060408	1.0	1.0
H-Power	2020060409	1.0	1.0
H-Power	2020060410	1.0	1.0
H-Power	2020060411	1.0	1.0
H-Power	2020060412	1.0	1.0
H-Power	2020060413	1.0	1.0
H-Power	2020060414	1.0	1.0
H-Power	2020060415	1.0	1.0
H-Power	2020060416	1.0	1.0
H-Power	2020060417	1.0	1.0
H-Power	2020060418	1.0	1.0
H-Power	2020060419	1.0	1.0
H-Power	2020060420	1.0	1.0
H-Power	2020060421	1.0	1.0
H-Power	2020060422	1.0	1.0
H-Power	2020060423	1.0	1.0
H-Power	2020060500	1.0	1.0
H-Power	2020060501	1.0	1.0
H-Power	2020060502	1.0	1.0
H-Power	2020060503	1.0	1.0
H-Power	2020060504	1.0	1.0
H-Power	2020060505	1.0	1.0
H-Power	2020060506	1.0	1.0
H-Power	2020060507	1.0	1.0
H-Power	2020060508	1.0	1.0
H-Power	2020060509	1.0	1.0
H-Power	2020060510	1.0	1.0
H-Power	2020060511	1.0	1.0
H-Power	2020060512	1.0	1.0
H-Power	2020060513	1.0	1.0
H-Power	2020060514	1.0	1.0
H-Power	2020060515	1.0	1.0
H-Power	2020060516	1.0	1.0
H-Power	2020060517	1.0	1.0
H-Power	2020060518	1.0	1.0
H-Power	2020060519	1.0	1.0
H-Power	2020060520	1.0	1.0
H-Power	2020060521	1.0	1.0
H-Power	2020060522	1.0	1.0
H-Power	2020060523	1.0	1.0
H-Power	2020060600	1.0	1.0
H-Power	2020060601	1.0	1.0
H-Power	2020060602	1.0	1.0
H-Power	2020060603	1.0	1.0
H-Power	2020060604	1.0	1.0
H-Power	2020060605	1.0	1.0
H-Power	2020060606	1.0	1.0
H-Power	2020060607	1.0	1.0
H-Power	2020060608	1.0	1.0
H-Power	2020060609	1.0	1.0
H-Power	2020060610	1.0	1.0
H-Power	2020060611	1.0	1.0
H-Power	2020060612	1.0	1.0
H-Power	2020060613	1.0	1.0
H-Power	2020060614	1.0	1.0
H-Power	2020060615	1.0	1.0
H-Power	2020060616	1.0	1.0
H-Power	2020060617	1.0	1.0
H-Power	2020060618	1.0	1.0
H-Power	2020060619	1.0	1.0
H-Power	2020060620	1.0	1.0
H-Power	2020060621	1.0	1.0
H-Power	2020060622	1.0	1.0
H-Power	2020060623	1.0	1.0
H-Power	2020060700	1.0	1.0
H-Power	2020060701	1.0	1.0
H-Power	2020060702	1.0	1.0
H-Power	2020060703	1.0	1.0
H-Power	2020060704	1.0	1.0
H-Power	2020060705	1.0	1.0
H-Power	2020060706	1.0	1.0
H-Power	2020060707	1.0	1.0
H-Power	2020060708	1.0	1.0
H-Power	2020060709	1.0	1.0
H-Power	2020060710	1.0	1.0
H-Power	2020060711	1.0	1.0
H-Power	2020060712	1.0	1.0
H-Power	2020060713	1.0	1.0
H-Power	2020060714	1.0	1.0
H-Power	2020060715	1.0	1.0
H-Power	2020060716	1.0	1.0
H-Power	2020060717	1.0	1.0
H-Power	2020060718	1.0	1.0
H-Power	2020060719	1.0	1.0
H-Power	2020060720	1.0	1.0
H-Power	2020060721	1.0	1.0
H-Power	2020060722	1.0	1.0
H-Power	2020060723	1.0	1.0
H-Power	2020060800	1.0	1.0
H-Power	2020060801	1.0	1.0
H-Power	2020060802	1.0	1.0
H-Power	2020060803	1.0	1.0
H-Power	2020060804	1.0	1.0
H-Power	2020060805	1.0	1.0
H-Power	2020060806	1.0	1.0
H-Power	2020060807	1.0	1.0
H-Power	2020060808	1.0	1.0
H-Power	2020060809	1.0	1.0
H-Power	2020060810	1.0	1.0
H-Power	2020060811	1.0	1.0
H-Power	2020060812	1.0	1.0
H-Power	2020060813	1.0	1.0
H-Power	2020060814	1.0	1.0
H-Power	2020060815	1.0	1.0
H-Power	2020060816	1.0	1.0
H-Power	2020060817	1.0	1.0
H-Power	2020060818	1.0	1.0
H-Power	2020060819	1.0	1.0
H-Power	2020060820	1.0	1.0
H-Power	2020060821	1.0	1.0
H-Power	2020060822	1.0	1.0
H-Power	2020060823	1.0	1.0
H-Power	2020060900	1.0	1.0
H-Power	2020060901	1.0	1.0
H-Power	2020060902	1.0	1.0
H-Power	2020060903	1.0	1.0
H-Power	2020060904	1.0	1.0
H-Power	2020060905	1.0	1.0
H-Power	2020060906	1.0	1.0
H-Power	2020060907	1.0	1.0
H-Power	2020060908	1.0	1.0
H-Power	2020060909	1.0	1.0
H-Power	2020060910	1.0	1.0
H-Power	2020060911	1.0	1.0
H-Power	2020060912	1.0	1.0
H-Power	2020060913	1.0	1.0
H-Power	2020060914	1.0	1.0
H-Power	2020060915	1.0	1.0
H-Power	2020060916	1.0	1.0
H-Power	2020060917	1.0	1.0
H-Power	2020060918	1.0	1.0
H-Power	2020060919	1.0	1.0
H-Power	2020060920	1.0	1.0
H-Power	2020060921	1.0	1.0
H-Power	2020060922	1.0	1.0
H-Power	2020060923	1.0	1.0
H-Power	2020061000	1.0	1.0
H-Power	2020061001	1.0	1.0
H-Power	2020061002	1.0	1.0
H-Power	2020061003	1.0	1.0
H-Power	2020061004	1.0	1.0
H-Power	2020061005	1.0	1.0
H-Power	2020061006	1.0	1.0
H-Power	2020061007	1.0	1.0
H-Power	2020061008	1.0	1.0
H-Power	2020061009	1.0	1.0
H-Power	2020061010	1.0	1.0
H-Power	2020061011	1.0	1.0
H-Power	2020061012	1.0	1.0
H-Power	2020061013	1.0	1.0
H-Power	2020061014	1.0	1.0
H-Power	2020061015	1.0	1.0
H-Power	2020061016	1.0	1.0
H-Power	2020061017	1.0	1.0
H-Power	2020061018	1.0	1.0
H-Power	2020061019	1.0	1.0
H-Power	2020061020	1.0	1.0
H-Power	2020061021	1.0	1.0
H-Power	2020061022	1.0	1.0
H-Power	2020061023	1.0	1.0
H-Power	2020061100	1.0	1.0
H-Power	2020061101	1.0	1.0
H-Power	2020061102	1.0	1.0
H-Power	2020061103	1.0	1.0
H-Power	2020061104	1.0	1.0
H-Power	2020061105	1.0	1.0
H-Power	2020061106	1.0	1.0
H-Power	2020061107	1.0	1.0
H-Power	2020061108	1.0	1.0
H-Power	2020061109	1.0	1.0
H-Power	2020061110	1.0	1.0
H-Power	2020061111	1.0	1.0
H-Power	2020061112	1.0	1.0
H-Power	2020061113	1.0	1.0
H-Power	2020061114	1.0	1.0
H-Power	2020061115	1.0	1.0
H-Power	2020061116	1.0	1.0
H-Power	2020061117	1.0	1.0
H-Power	2020061118	1.0	1.0
H-Power	2020061119	1.0	1.0
H-Power	2020061120	1.0	1.0
H-Power	2020061121	1.0	1.0
H-Power	2020061122	1.0	1.0
H-Power	2020061123	1.0	1.0
H-Power	2020061200	1.0	1.0
H-Power	2020061201	1.0	1.0
H-Power	2020061202	1.0	1.0
H-Power	2020061203	1.0	1.0
H-Power	2020061204	1.0	1.0
H-Power	2020061205	1.0	1.0
H-Power	2020061206	1.0	1.0
H-Power	2020061207	1.0	1.0
H-Power	2020061208	1.0	1.0
H-Power	2020061209	1.0	1.0
H-Power	2020061210	1.0	1.0
H-Power	2020061211	1.0	1.0
H-Power	2020061212	1.0	1.0
H-Power	2020061213	1.0	1.0
H-Power	2020061214	1.0	1.0
H-Power	2020061215	1.0	1.0
H-Power	2020061216	1.0	1.0
H-Power	2020061217	1.0	1.0
H-Power	2020061218	1.0	1.0
H-Power	2020061219	1.0	1.0
H-Power	2020061220	1.0	1.0
H-Power	2020061221	1.0	1.0
H-Power	2020061222	1.0	1.0
H-Power	2020061223	1.0	1.0
H-Power	2020061300	1.0	1.0
H-Power	2020061301	1.0	1.0
H-Power	2020061302	1.0	1.0
H-Power	2020061303	1.0	1.0
H-Power	2020061304	1.0	1.0
H-Power	2020061305	1.0	1.0
H-Power	2020061306	1.0	1.0
H-Power	2020061307	1.0	1.0
H-Power	2020061308	1.0	1.0
H-Power	2020061309	1.0	1.0
H-Power	2020061310	1.0	1.0
H-Power	2020061311	1.0	1.0
H-Power	2020061312	1.0	1.0
H-Power	2020061313	1.0	1.0
H-Power	2020061314	1.0	1.0
H-Power	2020061315	1.0	1.0
H-Power	2020061316	1.0	1.0
H-Power	2020061317	1.0	1.0
H-Power	2020061318	1.0	1.0
H-Power	2020061319	1.0	1.0
H-Power	2020061320	1.0	1.0
H-Power	2020061321	1.0	1.0
H-Power	2020061322	1.0	1.0
H-Power	2020061323	1.0	1.0
H-Power	2020061400	1.0	1.0
H-Power	2020061401	1.0	1.0
H-Power	2020061402	1.0	1.0
H-Power	2020061403	1.0	1.0
H-Power	2020061404	1.0	1.0
H-Power	2020061405	1.0	1.0
H-Power	2020061406	1.0	1.0
H-Power	2020061407	1.0	1.0
H-Power	2020061408	1.0	1.0
H-Power	2020061409	1.0	1.0
H-Power	2020061410	1.0	1.0
H-Power	2020061411	1.0	1.0
H-Power	2020061412	1.0	1.0
H-Power	2020061413	1.0	1.0
H-Power	2020061414	1.0	1.0
H-Power	2020061415	1.0	1.0
H-Power	2020061416	1.0	1.0
H-Power	2020061417	1.0	1.0
H-Power	2020061418	1.0	1.0
H-Power	2020061419	1.0	1.0
H-Power	2020061420	1.0	1.0
H-Power	2020061421	1.0	1.0
H-Power	2020061422	1.0	1.0
H-Power	2020061423	1.0	1.0
H-Power	2020061500	1.0	1.0
H-Power	2020061501	1.0	1.0
H-Power	2020061502	1.0	1.0
H-Power	2020061503	1.0	1.0
H-Power	2020061504	1.0	1.0
H-Power	2020061505	1.0	1.0
H-Power	2020061506	1.0	1.0
H-Power	2020061507	1.0	1.0
H-Power	2020061508	1.0	1.0
H-Power	2020061509	1.0	1.0
H-Power	2020061510	1.0	1.0
H-Power	2020061511	1.0	1.0
H-Power	2020061512	1.0	1.0
H-Power	2020061513	1.0	1.0
H-Power	2020061514	1.0	1.0
H-Power	2020061515	1.0	1.0
H-Power	2020061516	1.0	1.0
H-Power	2020061517	1.0	1.0
H-Power	2020061518	1.0	1.0
H-Power	2020061519	1.0	1.0
H-Power	2020061520	1.0	1.0
H-Power	2020061521	1.0	1.0
H-Power	2020061522	1.0	1.0
H-Power	2020061523	1.0	1.0
H-Power	2020061600	1.0	1.0
H-Power	2020061601	1.0	1.0
H-Power	2020061602	1.0	1.0
H-Power	2020061603	1.0	1.0
H-Power	2020061604	1.0	1.0
H-Power	2020061605	1.0	1.0
H-Power	2020061606	1.0	1.0
H-Power	2020061607	1.0	1.0
H-Power	2020061608	1.0	1.0
H-Power	2020061609	1.0	1.0
H-Power	2020061610	1.0	1.0
H-Power	2020061611	1.0	1.0
H-Power	2020061612	1.0	1.0
H-Power	2020061613	1.0	1.0
H-Power	2020061614	1.0	1.0
H-Power	2020061615	1.0	1.0
H-Power	2020061616	1.0	1.0
H-Power	2020061617	1.0	1.0
H-Power	2020061618	1.0	1.0
H-Power	2020061619	1.0	1.0
H-Power	2020061620	1.0	1.0
H-Power	2020061621	1.0	1.0
H-Power	2020061622	1.0	1.0
H-Power	2020061623	1.0	1.0
H-Power	2020061700	1.0	1.0
H-Power	2020061701	1.0	1.0
H-Power	2020061702	1.0	1.0
H-Power	2020061703	1.0	1.0
H-Power	2020061704	1.0	1.0
H-Power	2020061705	1.0	1.0
H-Power	2020061706	1.0	1.0
H-Power	2020061707	1.0	1.0
H-Power	2020061708	1.0	1.0
H-Power	2020061709	1.0	1.0
H-Power	2020061710	1.0	1.0
H-Power	2020061711	1.0	1.0
H-Power	2020061712	1.0	1.0
H-Power	2020061713	1.0	1.0
H-Power	2020061714	1.0	1.0
H-Power	2020061715	1.0	1.0
H-Power	2020061716	1.0	1.0
H-Power	2020061717	1.0	1.0
H-Power	2020061718	1.0	1.0
H-Power	2020061719	1.0	1.0
H-Power	2020061720	1.0	1.0
H-Power	2020061721	1.0	1.0
H-Power	2020061722	1.0	1.0
H-Power	2020061723	1.0	1.0
H-Power	2020061800	1.0	1.0
H-Power	2020061801	1.0	1.0
H-Power	2020061802	1.0	1.0
H-Power	2020061803	1.0	1.0
H-Power	2020061804	1.0	1.0
H-Power	2020061805	1.0	1.0
H-Power	2020061806	1.0	1.0
H-Power	2020061807	1.0	1.0
H-Power	2020061808	1.0	1.0
H-Power	2020061809	1.0	1.0
H-Power	2020061810	1.0	1.0
H-Power	2020061811	1.0	1.0
H-Power	2020061812	1.0	1.0
H-Power	2020061813	1.0	1.0
H-Power	2020061814	1.0	1.0
H-Power	2020061815	1.0	1.0
H-Power	2020061816	1.0	1.0
H-Power	2020061817	1.0	1.0
H-Power	2020061818	1.0	1.0
H-Power	2020061819	1.0	1.0
H-Power	2020061820	1.0	1.0
H-Power	2020061821	1.0	1.0
H-Power	2020061822	1.0	1.0
H-Power	2020061823	1.0	1.0
H-Power	2020061900	1.0	1.0
H-Power	2020061901	1.0	1.0
H-Power	2020061902	1.0	1.0
H-Power	2020061903	1.0	1.0
H-Power	2020061904	1.0	1.0
H-Power	2020061905	1.0	1.0
H-Power	2020061906	1.0	1.0
H-Power	2020061907	1.0	1.0
H-Power	2020061908	1.0	1.0
H-Power	2020061909	1.0	1.0
H-Power	2020061910	1.0	1.0
H-Power	2020061911	1.0	1.0
H-Power	2020061912	1.0	1.0
H-Power	2020061913	1.0	1.0
H-Power	2020061914	1.0	1.0
H-Power	2020061915	1.0	1.0
H-Power	2020061916	1.0	1.0
H-Power	2020061917	1.0	1.0
H-Power	2020061918	1.0	1.0
H-Power	2020061919	1.0	1.0
H-Power	2020061920	1.0	1.0
H-Power	2020061921	1.0	1.0
H-Power	2020061922	1.0	1.0
H-Power	2020061923	1.0	1.0
H-Power	2020062000	1.0	1.0
H-Power	2020062001	1.0	1.0
H-Power	2020062002	1.0	1.0
H-Power	2020062003	1.0	1.0
H-Power	2020062004	1.0	1.0
H-Power	2020062005	1.0	1.0
H-Power	2020062006	1.0	1.0
H-Power	2020062007	1.0	1.0
H-Power	2020062008	1.0	1.0
H-Power	2020062009	1.0	1.0
H-Power	2020062010	1.0	1.0
H-Power	2020062011	1.0	1.0
H-Power	2020062012	1.0	1.0
H-Power	2020062013	1.0	1.0
H-Power	2020062014	1.0	1.0
H-Power	2020062015	1.0	1.0
H-Power	2020062016	1.0	1.0
H-Power	2020062017	1.0	1.0
H-Power	2020062018	1.0	1.0
H-Power	2020062019	1.0	1.0
H-Power	2020062020	1.0	1.0
H-Power	2020062021	1.0	1.0
H-Power	2020062022	1.0	1.0
H-Power	2020062023	1.0	1.0
H-Power	2020062100	1.0	1.0
H-Power	2020062101	1.0	1.0
H-Power	2020062102	1.0	1.0
H-Power	2020062103	1.0	1.0
H-Power	2020062104	1.0	1.0
H-Power	2020062105	1.0	1.0
H-Power	2020062106	1.0	1.0
H-Power	2020062107	1.0	1.0
H-Power	2020062108	1.0	1.0
H-Power	2020062109	1.0	1.0
H-Power	2020062110	1.0	1.0
H-Power	2020062111	1.0	1.0
H-Power	2020062112	1.0	1.0
H-Power	2020062113	1.0	1.0
H-Power	2020062114	1.0	1.0
H-Power	2020062115	1.0	1.0
H-Power	2020062116	1.0	1.0
H-Power	2020062117	1.0	1.0
H-Power	2020062118	1.0	1.0
H-Power	2020062119	1.0	1.0
H-Power	2020062120	1.0	1.0
H-Power	2020062121	1.0	1.0
H-Power	2020062122	1.0	1.0
H-Power	2020062123	1.0	1.0
H-Power	2020062200	1.0	1.0
H-Power	2020062201	1.0	1.0
H-Power	2020062202	1.0	1.0
H-Power	2020062203	1.0	1.0
H-Power	2020062204	1.0	1.0
H-Power	2020062205	1.0	1.0
H-Power	2020062206	1.0	1.0
H-Power	2020062207	1.0	1.0
H-Power	2020062208	1.0	1.0
H-Power	2020062209	1.0	1.0
H-Power	2020062210	1.0	1.0
H-Power	2020062211	1.0	1.0
H-Power	2020062212	1.0	1.0
H-Power	2020062213	1.0	1.0
H-Power	2020062214	1.0	1.0
H-Power	2020062215	1.0	1.0
H-Power	2020062216	1.0	1.0
H-Power	2020062217	1.0	1.0
H-Power	2020062218	1.0	1.0
H-Power	2020062219	1.0	1.0
H-Power	2020062220	1.0	1.0
H-Power	2020062221	1.0	1.0
H-Power	2020062222	1.0	1.0
H-Power	2020062223	1.0	1.0
H-Power	2020062300	1.0	1.0
H-Power	2020062301	1.0	1.0
H-Power	2020062302	1.0	1.0
H-Power	2020062303	1.0	1.0
H-Power	2020062304	1.0	1.0
H-Power	2020062305	1.0	1.0
H-Power	2020062306	1.0	1.0
H-Power	2020062307	1.0	1.0
H-Power	2020062308	1.0	1.0
H-Power	2020062309	1.0	1.0
