LOAD_ZONE	TIMEPOINT	renewable_forecast_mw	contingency_reserve_requirement_mw	regulating_reserve_requirement_mw
Oahu	2020030509	104.337979231	180.0	38.6892331653
Oahu	2020030510	128.361018462	180.0	38.6892331653
Oahu	2020030511	156.005976154	180.0	38.6892331653
Oahu	2020030512	165.853532308	180.0	38.6892331653
Oahu	2020030513	168.039421538	180.0	38.6892331653
Oahu	2020030514	153.644793077	180.0	38.6892331653
Oahu	2020030515	133.842791538	180.0	38.6892331653
Oahu	2020030516	106.445484615	180.0	38.6892331653
Oahu	2020030517	60.2370484615	180.0	38.6892331653
Oahu	2020030518	18.4654269231	180.0	15.7244617083
Oahu	2020030519	15.4	180.0	13.7627425409
Oahu	2020030520	22.5	180.0	17.19
Oahu	2020030521	31.4	180.0	17.99
Oahu	2020030522	31.8	180.0	17.99
Oahu	2020030523	34.9	180.0	23.9908120231
Oahu	2020030600	46.8	180.0	17.99
Oahu	2020030601	39.7	180.0	17.99
Oahu	2020030602	29.8	180.0	17.99
Oahu	2020030603	20.4	180.0	16.5846185869
Oahu	2020030604	20.1	180.0	16.4355810419
Oahu	2020030605	21.0	180.0	16.876995788
Oahu	2020030606	12.7	180.0	11.8194146107
Oahu	2020030607	15.1885709231	180.0	13.5554436322
Oahu	2020030608	48.0903646154	180.0	33.9836733503
Oahu	2020030609	98.9363015385	180.0	38.6892331653
Oahu	2020030610	128.952675385	180.0	38.6892331653
Oahu	2020030611	149.224099231	180.0	38.6892331653
Oahu	2020030612	169.899657692	180.0	38.6892331653
Oahu	2020030613	166.353580769	180.0	38.6892331653
Oahu	2020030614	164.986686923	180.0	38.6892331653
Oahu	2020030615	138.483228462	180.0	38.6892331653
Oahu	2020030616	94.4744569231	180.0	38.6892331653
Oahu	2020030617	58.6134807692	180.0	38.6892331653
Oahu	2020030618	15.4463223077	180.0	13.7627425409
Oahu	2020030619	6.1	180.0	6.55151039416
Oahu	2020030620	14.7	180.0	13.6890606581
Oahu	2020030621	19.6	180.0	16.1828790835
Oahu	2020030622	29.5	180.0	17.99
Oahu	2020030623	20.6	180.0	16.9843394577
Oahu	2020030700	24.2	180.0	17.5198040241
Oahu	2020030701	21.8	180.0	17.19
Oahu	2020030702	23.2	180.0	17.19
Oahu	2020030703	20.8	180.0	16.780372423
Oahu	2020030704	10.5	180.0	10.6015787485
Oahu	2020030705	5.3	180.0	6.15459386857
Oahu	2020030706	4.8	180.0	5.11821547913
Oahu	2020030707	5.95668969231	180.0	6.27461323579
Oahu	2020030708	39.2368238462	180.0	27.001587456
Oahu	2020030709	85.8783976923	180.0	38.6892331653
Oahu	2020030710	126.941587692	180.0	38.6892331653
Oahu	2020030711	148.788753077	180.0	38.6892331653
Oahu	2020030712	159.563596154	180.0	38.6892331653
Oahu	2020030713	148.145723846	180.0	38.6892331653
Oahu	2020030714	126.627349231	180.0	38.6892331653
Oahu	2020030715	105.66489	180.0	38.6892331653
Oahu	2020030716	76.3793276923	180.0	38.6892331653
Oahu	2020030717	42.9469538462	180.0	30.0733611522
Oahu	2020030718	8.54528384615	180.0	8.60350938036
Oahu	2020030719	0.7	180.0	0.76604298964
Oahu	2020030720	2.8	180.0	3.42774067506
Oahu	2020030721	7.7	180.0	8.33588210657
Oahu	2020030722	3.1	180.0	3.76347297519
Oahu	2020030723	2.8	180.0	3.22760261738
Oahu	2020030800	5.5	180.0	6.34802616757
Oahu	2020030801	2.5	180.0	3.0861952995
Oahu	2020030802	1.8	180.0	2.26608103234
Oahu	2020030803	2.3	180.0	2.85521926322
Oahu	2020030804	3.8	180.0	4.52479455158
Oahu	2020030805	2.6	180.0	3.20069583275
Oahu	2020030806	2.5	180.0	2.89312067778
Oahu	2020030807	5.27495338462	180.0	5.70634456263
Oahu	2020030808	41.61928	180.0	28.9003826515
Oahu	2020030809	89.5712453846	180.0	38.6892331653
Oahu	2020030810	128.738112308	180.0	38.6892331653
Oahu	2020030811	161.634393077	180.0	38.6892331653
Oahu	2020030812	172.906411538	180.0	38.6892331653
Oahu	2020030813	175.103693846	180.0	38.6892331653
Oahu	2020030814	163.259321538	180.0	38.6892331653
Oahu	2020030815	135.793043846	180.0	38.6892331653
Oahu	2020030816	106.072941538	180.0	38.6892331653
Oahu	2020030817	61.5908823077	180.0	38.6892331653
Oahu	2020030818	12.8714738462	180.0	11.8194146107
Oahu	2020030819	3.7	180.0	4.19725862829
Oahu	2020030820	5.4	180.0	6.25158672907
Oahu	2020030821	9.7	180.0	10.0136292876
Oahu	2020030822	8.4	180.0	8.91767537885
Oahu	2020030823	8.6	180.0	8.60350938036
Oahu	2020030900	2.9	180.0	3.54029241824
Oahu	2020030901	7.8	180.0	8.42042896965
Oahu	2020030902	8.8	180.0	9.23981420659
Oahu	2020030903	14.3	180.0	13.3913234449
Oahu	2020030904	9.6	180.0	9.93822507524
Oahu	2020030905	9.6	180.0	9.93822507524
Oahu	2020030906	7.3	180.0	7.6127412984
Oahu	2020030907	13.4448655385	180.0	12.2666694873
Oahu	2020030908	43.4422684615	180.0	30.3066965242
Oahu	2020030909	95.9955092308	180.0	38.6892331653
Oahu	2020030910	122.036366154	180.0	38.6892331653
Oahu	2020030911	141.449979231	180.0	38.6892331653
Oahu	2020030912	170.837769231	180.0	38.6892331653
Oahu	2020030913	159.049160769	180.0	38.6892331653
Oahu	2020030914	146.256295385	180.0	38.6892331653
Oahu	2020030915	108.708076154	180.0	38.6892331653
Oahu	2020030916	82.0355153846	180.0	38.6892331653
Oahu	2020030917	50.7774015385	180.0	36.0060463867
Oahu	2020030918	12.4283346154	180.0	11.5923737376
Oahu	2020030919	5.8	180.0	6.27461323579
Oahu	2020030920	6.8	180.0	7.55278993937
Oahu	2020030921	9.1	180.0	9.47662547228
Oahu	2020030922	7.6	180.0	8.25085006757
Oahu	2020030923	11.3	180.0	10.6609100145
Oahu	2020031000	7.4	180.0	8.07931930899
Oahu	2020031001	8.1	180.0	8.67118610763
Oahu	2020031002	5.2	180.0	6.05704441024
Oahu	2020031003	9.2	180.0	9.63225621895
Oahu	2020031004	3.5	180.0	4.20224424125
Oahu	2020031005	4.8	180.0	5.6612164418
Oahu	2020031006	7.8	180.0	7.86685094196
Oahu	2020031007	6.38625176923	180.0	6.82369216073
Oahu	2020031008	38.2458307692	180.0	26.2824818952
Oahu	2020031009	94.71119	180.0	38.6892331653
Oahu	2020031010	121.332620769	180.0	38.6892331653
Oahu	2020031011	154.517463846	180.0	38.6892331653
Oahu	2020031012	164.301684615	180.0	38.6892331653
Oahu	2020031013	156.564409231	180.0	38.6892331653
Oahu	2020031014	142.203500769	180.0	38.6892331653
Oahu	2020031015	128.105048462	180.0	38.6892331653
Oahu	2020031016	103.343312308	180.0	38.6892331653
Oahu	2020031017	56.3575784615	180.0	38.6892331653
Oahu	2020031018	13.7663015385	180.0	12.4869291842
Oahu	2020031019	12.9	180.0	11.8194146107
Oahu	2020031020	16.9	180.0	14.662970424
Oahu	2020031021	23.3	180.0	17.2220676447
Oahu	2020031022	21.6	180.0	17.1619369925
Oahu	2020031023	36.8	180.0	25.0753360197
Oahu	2020031100	32.2	180.0	17.99
Oahu	2020031101	44.7	180.0	17.99
Oahu	2020031102	51.9	180.0	17.99
Oahu	2020031103	20.4	180.0	16.5846185869
Oahu	2020031104	23.1	180.0	17.19
Oahu	2020031105	26.0	180.0	17.99
Oahu	2020031106	24.5	180.0	19.1060609844
Oahu	2020031107	38.8016246923	180.0	26.7623156268
Oahu	2020031108	80.6471069231	180.0	38.6892331653
Oahu	2020031109	125.088448462	180.0	38.6892331653
Oahu	2020031110	143.102955385	180.0	38.6892331653
Oahu	2020031111	172.522905385	180.0	38.6892331653
Oahu	2020031112	188.392046154	180.0	38.6892331653
Oahu	2020031113	194.103420769	180.0	38.6892331653
Oahu	2020031114	173.518712308	180.0	38.6892331653
Oahu	2020031115	151.833170769	180.0	38.6892331653
Oahu	2020031116	119.541368462	180.0	38.6892331653
Oahu	2020031117	81.5781823077	180.0	38.6892331653
Oahu	2020031118	47.9049892308	180.0	33.756942364
Oahu	2020031119	44.9	180.0	31.4671130726
Oahu	2020031120	54.9	180.0	17.99
Oahu	2020031121	55.2	180.0	17.99
Oahu	2020031122	57.4	180.0	17.99
Oahu	2020031123	62.9	180.0	38.6892331653
Oahu	2020031200	63.0	180.0	17.99
Oahu	2020031201	64.4	180.0	17.99
Oahu	2020031202	62.3	180.0	17.99
Oahu	2020031203	54.7	180.0	17.99
Oahu	2020031204	41.1	180.0	17.99
Oahu	2020031205	35.8	180.0	17.99
Oahu	2020031206	42.4	180.0	29.6054323424
Oahu	2020031207	57.1692803077	180.0	38.6892331653
Oahu	2020031208	97.7372715385	180.0	38.6892331653
Oahu	2020031209	146.862404615	180.0	38.6892331653
Oahu	2020031210	167.749369231	180.0	38.6892331653
Oahu	2020031211	181.508623846	180.0	38.6892331653
Oahu	2020031212	196.548368462	180.0	38.6892331653
Oahu	2020031213	184.938508462	180.0	38.6892331653
Oahu	2020031214	173.076276154	180.0	38.6892331653
Oahu	2020031215	144.344711538	180.0	38.6892331653
Oahu	2020031216	113.754846923	180.0	38.6892331653
Oahu	2020031217	82.2918776923	180.0	38.6892331653
Oahu	2020031218	50.7813830769	180.0	36.0060463867
Oahu	2020031219	49.5	180.0	34.8865394599
Oahu	2020031220	62.0	180.0	17.99
Oahu	2020031221	67.3	180.0	17.99
Oahu	2020031222	70.9	180.0	17.99
Oahu	2020031223	71.5	180.0	38.6892331653
Oahu	2020031300	70.5	180.0	17.99
Oahu	2020031301	69.8	180.0	17.99
Oahu	2020031302	69.7	180.0	17.99
Oahu	2020031303	54.9	180.0	17.99
Oahu	2020031304	43.3	180.0	17.99
Oahu	2020031305	36.4	180.0	17.99
Oahu	2020031306	30.6	180.0	22.0789588872
Oahu	2020031307	37.87217	180.0	26.0419184476
Oahu	2020031308	75.6583169231	180.0	38.6892331653
Oahu	2020031309	130.224222308	180.0	38.6892331653
Oahu	2020031310	149.788551538	180.0	38.6892331653
Oahu	2020031311	175.305838462	180.0	38.6892331653
Oahu	2020031312	165.203874615	180.0	38.6892331653
Oahu	2020031313	163.569954615	180.0	38.6892331653
Oahu	2020031314	155.630242308	180.0	38.6892331653
Oahu	2020031315	136.77268	180.0	38.6892331653
Oahu	2020031316	104.277521538	180.0	38.6892331653
Oahu	2020031317	69.0500307692	180.0	38.6892331653
Oahu	2020031318	42.7699715385	180.0	29.8396066758
Oahu	2020031319	42.9	180.0	29.8396066758
Oahu	2020031320	32.3	180.0	17.99
Oahu	2020031321	29.1	180.0	17.99
Oahu	2020031322	35.1	180.0	17.99
Oahu	2020031323	29.8	180.0	21.8045437056
Oahu	2020031400	34.0	180.0	17.99
Oahu	2020031401	26.0	180.0	17.99
Oahu	2020031402	32.6	180.0	17.99
Oahu	2020031403	31.6	180.0	17.99
Oahu	2020031404	25.8	180.0	17.99
Oahu	2020031405	17.7	180.0	15.1160310964
Oahu	2020031406	12.0	180.0	11.1313491421
Oahu	2020031407	16.3830613846	180.0	14.3722144862
Oahu	2020031408	49.7471823077	180.0	35.111245163
Oahu	2020031409	100.368464615	180.0	38.6892331653
Oahu	2020031410	123.177154615	180.0	38.6892331653
Oahu	2020031411	150.724161538	180.0	38.6892331653
Oahu	2020031412	182.545550769	180.0	38.6892331653
Oahu	2020031413	186.477455385	180.0	38.6892331653
Oahu	2020031414	164.128114615	180.0	38.6892331653
Oahu	2020031415	121.4272	180.0	38.6892331653
Oahu	2020031416	93.3695684615	180.0	38.6892331653
Oahu	2020031417	69.3491623077	180.0	38.6892331653
Oahu	2020031418	40.7590738462	180.0	28.1915270171
Oahu	2020031419	43.5	180.0	30.3066965242
Oahu	2020031420	55.5	180.0	17.99
Oahu	2020031421	66.6	180.0	17.99
Oahu	2020031422	73.0	180.0	17.99
Oahu	2020031423	74.3	180.0	38.6892331653
Oahu	2020031500	75.2	180.0	17.99
Oahu	2020031501	69.0	180.0	17.99
Oahu	2020031502	69.2	180.0	17.99
Oahu	2020031503	64.2	180.0	17.99
Oahu	2020031504	44.8	180.0	17.99
Oahu	2020031505	36.0	180.0	17.99
Oahu	2020031506	43.6	180.0	30.5396135434
Oahu	2020031507	67.5052838462	180.0	38.6892331653
Oahu	2020031508	100.041639231	180.0	38.6892331653
Oahu	2020031509	136.04079	180.0	38.6892331653
Oahu	2020031510	137.907681538	180.0	38.6892331653
Oahu	2020031511	167.555270769	180.0	38.6892331653
Oahu	2020031512	170.165627692	180.0	38.6892331653
Oahu	2020031513	157.627806154	180.0	38.6892331653
Oahu	2020031514	135.127049231	180.0	38.6892331653
Oahu	2020031515	125.89954	180.0	38.6892331653
Oahu	2020031516	88.9998915385	180.0	38.6892331653
Oahu	2020031517	65.3620046154	180.0	38.6892331653
Oahu	2020031518	30.8874953846	180.0	22.2143749554
Oahu	2020031519	24.4	180.0	19.1060609844
Oahu	2020031520	42.5	180.0	17.99
Oahu	2020031521	63.9	180.0	17.99
Oahu	2020031522	68.7	180.0	17.99
Oahu	2020031523	67.6	180.0	38.6892331653
Oahu	2020031600	51.6	180.0	17.99
Oahu	2020031601	62.6	180.0	17.99
Oahu	2020031602	67.5	180.0	17.99
Oahu	2020031603	74.4	180.0	17.99
Oahu	2020031604	54.4	180.0	17.99
Oahu	2020031605	46.2	180.0	17.99
Oahu	2020031606	56.1	180.0	38.6892331653
Oahu	2020031607	72.0363307692	180.0	38.6892331653
Oahu	2020031608	123.139333846	180.0	38.6892331653
Oahu	2020031609	163.374560769	180.0	38.6892331653
Oahu	2020031610	164.031113077	180.0	38.6892331653
Oahu	2020031611	179.066157692	180.0	38.6892331653
Oahu	2020031612	195.9655	180.0	38.6892331653
Oahu	2020031613	190.458113846	180.0	38.6892331653
Oahu	2020031614	176.219023846	180.0	38.6892331653
Oahu	2020031615	161.519314615	180.0	38.6892331653
Oahu	2020031616	122.2606	180.0	38.6892331653
Oahu	2020031617	88.4315461538	180.0	38.6892331653
Oahu	2020031618	55.5584530769	180.0	38.6892331653
Oahu	2020031619	63.5	180.0	38.6892331653
Oahu	2020031620	57.3	180.0	17.99
Oahu	2020031621	54.2	180.0	17.99
Oahu	2020031622	53.0	180.0	17.99
Oahu	2020031623	73.8	180.0	38.6892331653
Oahu	2020031700	68.9	180.0	17.99
Oahu	2020031701	69.8	180.0	17.99
Oahu	2020031702	67.5	180.0	17.99
Oahu	2020031703	67.3	180.0	17.99
Oahu	2020031704	56.3	180.0	17.99
Oahu	2020031705	46.2	180.0	17.99
Oahu	2020031706	55.2	180.0	38.6892331653
Oahu	2020031707	67.6314084615	180.0	38.6892331653
Oahu	2020031708	121.65	180.0	38.6892331653
Oahu	2020031709	168.807820769	180.0	38.6892331653
Oahu	2020031710	164.801333846	180.0	38.6892331653
Oahu	2020031711	186.170783846	180.0	38.6892331653
Oahu	2020031712	193.813622308	180.0	38.6892331653
Oahu	2020031713	207.440983077	180.0	38.6892331653
Oahu	2020031714	181.108056154	180.0	38.6892331653
Oahu	2020031715	160.92627	180.0	38.6892331653
Oahu	2020031716	117.687343077	180.0	38.6892331653
Oahu	2020031717	86.0201076923	180.0	38.6892331653
Oahu	2020031718	53.8625615385	180.0	38.215149451
Oahu	2020031719	47.6	180.0	33.529804136
Oahu	2020031720	68.7	180.0	17.99
Oahu	2020031721	75.1	180.0	17.99
Oahu	2020031722	77.8	180.0	17.99
Oahu	2020031723	84.0	180.0	38.6892331653
Oahu	2020031800	87.4	180.0	17.99
Oahu	2020031801	84.3	180.0	17.99
Oahu	2020031802	83.9	180.0	17.99
Oahu	2020031803	86.0	180.0	17.99
Oahu	2020031804	67.5	180.0	17.99
Oahu	2020031805	55.7	180.0	17.99
Oahu	2020031806	61.5	180.0	38.6892331653
Oahu	2020031807	79.6651961538	180.0	38.6892331653
Oahu	2020031808	131.687397692	180.0	38.6892331653
Oahu	2020031809	177.996765385	180.0	38.6892331653
Oahu	2020031810	185.334881538	180.0	38.6892331653
Oahu	2020031811	204.566333077	180.0	38.6892331653
Oahu	2020031812	203.135652308	180.0	38.6892331653
Oahu	2020031813	193.872443846	180.0	38.6892331653
Oahu	2020031814	182.867154615	180.0	38.6892331653
Oahu	2020031815	157.418818462	180.0	38.6892331653
Oahu	2020031816	124.44985	180.0	38.6892331653
Oahu	2020031817	94.2279646154	180.0	38.6892331653
Oahu	2020031818	71.8912876923	180.0	38.6892331653
Oahu	2020031819	70.7	180.0	38.6892331653
Oahu	2020031820	73.8	180.0	17.99
Oahu	2020031821	77.6	180.0	17.99
Oahu	2020031822	78.8	180.0	17.99
Oahu	2020031823	72.6	180.0	38.6892331653
Oahu	2020031900	81.3	180.0	17.99
Oahu	2020031901	81.1	180.0	17.99
Oahu	2020031902	84.5	180.0	17.99
Oahu	2020031903	84.1	180.0	17.99
Oahu	2020031904	62.5	180.0	17.99
Oahu	2020031905	52.1	180.0	17.99
Oahu	2020031906	54.0	180.0	38.215149451
Oahu	2020031907	62.2408046154	180.0	38.6892331653
Oahu	2020031908	106.048456154	180.0	38.6892331653
Oahu	2020031909	158.127798462	180.0	38.6892331653
Oahu	2020031910	173.483095385	180.0	38.6892331653
Oahu	2020031911	193.309237692	180.0	38.6892331653
Oahu	2020031912	210.372574615	180.0	38.6892331653
Oahu	2020031913	217.404050769	180.0	38.6892331653
Oahu	2020031914	198.43882	180.0	38.6892331653
Oahu	2020031915	171.479450769	180.0	38.6892331653
Oahu	2020031916	122.137765385	180.0	38.6892331653
Oahu	2020031917	78.3097438462	180.0	38.6892331653
Oahu	2020031918	38.9929592308	180.0	26.7623156268
Oahu	2020031919	42.7	180.0	29.8396066758
Oahu	2020031920	53.9	180.0	17.99
Oahu	2020031921	62.8	180.0	17.99
Oahu	2020031922	60.7	180.0	17.99
Oahu	2020031923	58.0	180.0	38.6892331653
Oahu	2020032000	65.1	180.0	17.99
Oahu	2020032001	57.7	180.0	17.99
Oahu	2020032002	51.6	180.0	17.99
Oahu	2020032003	55.4	180.0	17.99
Oahu	2020032004	41.6	180.0	17.99
Oahu	2020032005	33.4	180.0	17.99
Oahu	2020032006	40.6	180.0	28.1915270171
Oahu	2020032007	59.2691507692	180.0	38.6892331653
Oahu	2020032008	101.972081538	180.0	38.6892331653
Oahu	2020032009	141.374283077	180.0	38.6892331653
Oahu	2020032010	161.215393846	180.0	38.6892331653
Oahu	2020032011	156.375563846	180.0	38.6892331653
Oahu	2020032012	157.931746923	180.0	38.6892331653
Oahu	2020032013	150.867768462	180.0	38.6892331653
Oahu	2020032014	147.000279231	180.0	38.6892331653
Oahu	2020032015	121.004874615	180.0	38.6892331653
Oahu	2020032016	88.0581615385	180.0	38.6892331653
Oahu	2020032017	57.4681176923	180.0	38.6892331653
Oahu	2020032018	28.9957869231	180.0	21.3838048473
Oahu	2020032019	16.3	180.0	14.3722144862
Oahu	2020032020	22.1	180.0	17.19
Oahu	2020032021	29.1	180.0	17.99
Oahu	2020032022	30.4	180.0	17.99
Oahu	2020032023	30.9	180.0	22.2143749554
Oahu	2020032100	22.9	180.0	17.19
Oahu	2020032101	19.6	180.0	16.1828790835
Oahu	2020032102	21.6	180.0	17.1619369925
Oahu	2020032103	23.2	180.0	17.19
Oahu	2020032104	20.7	180.0	16.7317486982
Oahu	2020032105	22.2	180.0	17.19
Oahu	2020032106	22.0	180.0	17.8312118639
Oahu	2020032107	33.7764453846	180.0	23.5052781583
Oahu	2020032108	90.8745653846	180.0	38.6892331653
Oahu	2020032109	141.292057692	180.0	38.6892331653
Oahu	2020032110	181.68576	180.0	38.6892331653
Oahu	2020032111	202.956216923	180.0	38.6892331653
Oahu	2020032112	226.992306923	180.0	38.6892331653
Oahu	2020032113	205.766789231	180.0	38.6892331653
Oahu	2020032114	188.480303077	180.0	38.6892331653
Oahu	2020032115	151.958822308	180.0	38.6892331653
Oahu	2020032116	117.865720769	180.0	38.6892331653
Oahu	2020032117	81.58632	180.0	38.6892331653
Oahu	2020032118	44.3522346154	180.0	31.004195522
Oahu	2020032119	37.4	180.0	25.5594945155
Oahu	2020032120	69.0	180.0	17.99
Oahu	2020032121	69.2	180.0	17.99
Oahu	2020032122	70.9	180.0	17.99
Oahu	2020032123	66.2	180.0	38.6892331653
Oahu	2020032200	69.6	180.0	17.99
Oahu	2020032201	68.7	180.0	17.99
Oahu	2020032202	67.2	180.0	17.99
Oahu	2020032203	64.7	180.0	17.99
Oahu	2020032204	60.3	180.0	17.99
Oahu	2020032205	56.7	180.0	17.99
Oahu	2020032206	56.3	180.0	38.6892331653
Oahu	2020032207	66.0204123077	180.0	38.6892331653
Oahu	2020032208	106.40193	180.0	38.6892331653
Oahu	2020032209	158.752066923	180.0	38.6892331653
Oahu	2020032210	206.056847692	180.0	38.6892331653
Oahu	2020032211	232.108360769	180.0	38.6892331653
Oahu	2020032212	241.827505385	180.0	38.6892331653
Oahu	2020032213	234.589791538	180.0	38.6892331653
Oahu	2020032214	216.002015385	180.0	38.6892331653
Oahu	2020032215	184.920456154	180.0	38.6892331653
Oahu	2020032216	144.216440769	180.0	38.6892331653
Oahu	2020032217	110.430968462	180.0	38.6892331653
Oahu	2020032218	77.5845607692	180.0	38.6892331653
Oahu	2020032219	66.3	180.0	38.6892331653
Oahu	2020032220	69.8	180.0	17.99
Oahu	2020032221	71.2	180.0	17.99
Oahu	2020032222	67.5	180.0	17.99
Oahu	2020032223	69.8	180.0	38.6892331653
Oahu	2020032300	70.5	180.0	17.99
Oahu	2020032301	72.0	180.0	17.99
Oahu	2020032302	76.2	180.0	17.99
Oahu	2020032303	66.0	180.0	17.99
Oahu	2020032304	40.4	180.0	17.99
Oahu	2020032305	27.8	180.0	17.99
Oahu	2020032306	34.4	180.0	23.7501706117
Oahu	2020032307	50.6972792308	180.0	35.7829478769
Oahu	2020032308	87.5102707692	180.0	38.6892331653
Oahu	2020032309	124.021938462	180.0	38.6892331653
Oahu	2020032310	153.739981538	180.0	38.6892331653
Oahu	2020032311	187.968957692	180.0	38.6892331653
Oahu	2020032312	202.615641538	180.0	38.6892331653
Oahu	2020032313	170.223036923	180.0	38.6892331653
Oahu	2020032314	153.321772308	180.0	38.6892331653
Oahu	2020032315	124.206996154	180.0	38.6892331653
Oahu	2020032316	85.1760430769	180.0	38.6892331653
Oahu	2020032317	60.82353	180.0	38.6892331653
Oahu	2020032318	28.5221361538	180.0	21.097109448
Oahu	2020032319	7.1	180.0	7.35422935212
Oahu	2020032320	14.4	180.0	13.4660593058
Oahu	2020032321	15.0	180.0	13.9102640165
Oahu	2020032322	19.0	180.0	15.8723877963
Oahu	2020032323	17.3	180.0	14.9634829401
Oahu	2020032400	26.7	180.0	17.99
Oahu	2020032401	23.0	180.0	17.19
Oahu	2020032402	26.2	180.0	17.99
Oahu	2020032403	24.1	180.0	17.4874743285
Oahu	2020032404	24.4	180.0	17.5839110675
Oahu	2020032405	16.5	180.0	14.4305369862
Oahu	2020032406	27.6	180.0	20.6575423137
Oahu	2020032407	54.7717515385	180.0	38.6892331653
Oahu	2020032408	77.2976092308	180.0	38.6892331653
Oahu	2020032409	133.750871538	180.0	38.6892331653
Oahu	2020032410	163.557621538	180.0	38.6892331653
Oahu	2020032411	196.55703	180.0	38.6892331653
Oahu	2020032412	212.209490769	180.0	38.6892331653
Oahu	2020032413	196.046151538	180.0	38.6892331653
Oahu	2020032414	182.688102308	180.0	38.6892331653
Oahu	2020032415	152.259923846	180.0	38.6892331653
Oahu	2020032416	109.94624	180.0	38.6892331653
Oahu	2020032417	75.3423307692	180.0	38.6892331653
Oahu	2020032418	30.6735415385	180.0	22.2143749554
Oahu	2020032419	25.2	180.0	19.427318618
Oahu	2020032420	30.2	180.0	17.99
Oahu	2020032421	59.5	180.0	17.99
Oahu	2020032422	69.1	180.0	17.99
Oahu	2020032423	65.5	180.0	38.6892331653
Oahu	2020032500	50.5	180.0	17.99
Oahu	2020032501	49.2	180.0	17.99
Oahu	2020032502	43.3	180.0	17.99
Oahu	2020032503	46.5	180.0	17.99
Oahu	2020032504	36.4	180.0	17.99
Oahu	2020032505	15.8	180.0	14.16
Oahu	2020032506	19.7	180.0	16.4552874882
Oahu	2020032507	43.4668476923	180.0	30.3066965242
Oahu	2020032508	84.7984507692	180.0	38.6892331653
Oahu	2020032509	129.965675385	180.0	38.6892331653
Oahu	2020032510	149.221501538	180.0	38.6892331653
Oahu	2020032511	152.608322308	180.0	38.6892331653
Oahu	2020032512	151.943991538	180.0	38.6892331653
Oahu	2020032513	171.401067692	180.0	38.6892331653
Oahu	2020032514	167.460876154	180.0	38.6892331653
Oahu	2020032515	146.132003077	180.0	38.6892331653
Oahu	2020032516	113.443625385	180.0	38.6892331653
Oahu	2020032517	72.0208384615	180.0	38.6892331653
Oahu	2020032518	33.2244361538	180.0	23.2560595665
Oahu	2020032519	23.8	180.0	18.7925504552
Oahu	2020032520	26.1	180.0	17.99
Oahu	2020032521	26.0	180.0	17.99
Oahu	2020032522	30.2	180.0	17.99
Oahu	2020032523	34.5	180.0	23.7501706117
Oahu	2020032600	31.1	180.0	17.99
Oahu	2020032601	26.9	180.0	17.99
Oahu	2020032602	27.4	180.0	17.99
Oahu	2020032603	33.5	180.0	17.99
Oahu	2020032604	27.0	180.0	17.99
Oahu	2020032605	27.0	180.0	17.99
Oahu	2020032606	26.9	180.0	20.3580171509
Oahu	2020032607	33.9344492308	180.0	23.6282604279
Oahu	2020032608	78.9031946154	180.0	38.6892331653
Oahu	2020032609	117.147106923	180.0	38.6892331653
Oahu	2020032610	138.540434615	180.0	38.6892331653
Oahu	2020032611	179.826212308	180.0	38.6892331653
Oahu	2020032612	194.087358462	180.0	38.6892331653
Oahu	2020032613	201.568266923	180.0	38.6892331653
Oahu	2020032614	172.033537692	180.0	38.6892331653
Oahu	2020032615	147.534038462	180.0	38.6892331653
Oahu	2020032616	122.636188462	180.0	38.6892331653
Oahu	2020032617	88.6108161538	180.0	38.6892331653
Oahu	2020032618	37.9230861538	180.0	26.0419184476
Oahu	2020032619	40.8	180.0	28.1915270171
Oahu	2020032620	51.1	180.0	17.99
Oahu	2020032621	58.0	180.0	17.99
Oahu	2020032622	68.8	180.0	17.99
Oahu	2020032623	63.3	180.0	38.6892331653
Oahu	2020032700	69.0	180.0	17.99
Oahu	2020032701	68.2	180.0	17.99
Oahu	2020032702	68.1	180.0	17.99
Oahu	2020032703	48.7	180.0	17.99
Oahu	2020032704	45.6	180.0	17.99
Oahu	2020032705	43.9	180.0	17.99
Oahu	2020032706	47.8	180.0	33.756942364
Oahu	2020032707	61.1926276923	180.0	38.6892331653
Oahu	2020032708	122.293833846	180.0	38.6892331653
Oahu	2020032709	151.556515385	180.0	38.6892331653
Oahu	2020032710	179.109225385	180.0	38.6892331653
Oahu	2020032711	215.121999231	180.0	38.6892331653
Oahu	2020032712	235.156560769	180.0	38.6892331653
Oahu	2020032713	238.349613077	180.0	38.6892331653
Oahu	2020032714	214.376	180.0	38.6892331653
Oahu	2020032715	173.542549231	180.0	38.6892331653
Oahu	2020032716	130.264894615	180.0	38.6892331653
Oahu	2020032717	98.0540984615	180.0	38.6892331653
Oahu	2020032718	63.6404753846	180.0	38.6892331653
Oahu	2020032719	59.4	180.0	38.6892331653
Oahu	2020032720	63.3	180.0	17.99
Oahu	2020032721	66.2	180.0	17.99
Oahu	2020032722	68.9	180.0	17.99
Oahu	2020032723	61.9	180.0	38.6892331653
Oahu	2020032800	58.3	180.0	17.99
Oahu	2020032801	68.7	180.0	17.99
Oahu	2020032802	57.2	180.0	17.99
Oahu	2020032803	56.8	180.0	17.99
Oahu	2020032804	46.2	180.0	17.99
Oahu	2020032805	47.5	180.0	17.99
Oahu	2020032806	52.6	180.0	37.336262523
Oahu	2020032807	73.11521	180.0	38.6892331653
Oahu	2020032808	122.546604615	180.0	38.6892331653
