PROJECT	timepoint	proj_max_capacity_factor
Oahu_Wind	2020010100	0.18899999999999997
Oahu_Wind	2020010101	0.198
Oahu_Wind	2020010102	0.128
Oahu_Wind	2020010103	0.32799999999999996
Oahu_Wind	2020010104	0.532
Oahu_Wind	2020010105	0.638
Oahu_Wind	2020010106	0.45599999999999996
Oahu_Wind	2020010107	0.27
Oahu_Wind	2020010108	0.42
Oahu_Wind	2020010109	0.27299999999999996
Oahu_Wind	2020010110	0.10099999999999999
Oahu_Wind	2020010111	0.021
Oahu_Wind	2020010112	0.014999999999999998
Oahu_Wind	2020010113	0.012
Oahu_Wind	2020010114	0.018000000000000002
Oahu_Wind	2020010115	0.012999999999999998
Oahu_Wind	2020010116	0.017
Oahu_Wind	2020010117	0.01
Oahu_Wind	2020010118	0.012
Oahu_Wind	2020010119	0.029999999999999995
Oahu_Wind	2020010120	0.0969
Oahu_Wind	2020010121	0.13399999999999998
Oahu_Wind	2020010122	0.14869999999999997
Oahu_Wind	2020010123	0.263
Oahu_Wind	2020010200	0.6759999999999999
Oahu_Wind	2020010201	0.5679
Oahu_Wind	2020010202	0.49199999999999994
Oahu_Wind	2020010203	0.38799999999999996
Oahu_Wind	2020010204	0.39
Oahu_Wind	2020010205	0.348
Oahu_Wind	2020010206	0.36700000000000005
Oahu_Wind	2020010207	0.29100000000000004
Oahu_Wind	2020010208	0.571
Oahu_Wind	2020010209	0.5279999999999999
Oahu_Wind	2020010210	0.47100000000000003
Oahu_Wind	2020010211	0.24100000000000002
Oahu_Wind	2020010212	0.341
Oahu_Wind	2020010213	0.261
Oahu_Wind	2020010214	0.247
Oahu_Wind	2020010215	0.23299999999999998
Oahu_Wind	2020010216	0.198
Oahu_Wind	2020010217	0.098
Oahu_Wind	2020010218	0.21100000000000002
Oahu_Wind	2020010219	0.305
Oahu_Wind	2020010220	0.32299999999999995
Oahu_Wind	2020010221	0.445
Oahu_Wind	2020010222	0.444
Oahu_Wind	2020010223	0.425
Oahu_Wind	2020010300	0.4424
Oahu_Wind	2020010301	0.4451
Oahu_Wind	2020010302	0.303
Oahu_Wind	2020010303	0.4411
Oahu_Wind	2020010304	0.3739999999999999
Oahu_Wind	2020010305	0.38099999999999995
Oahu_Wind	2020010306	0.363
Oahu_Wind	2020010307	0.363
Oahu_Wind	2020010308	0.312
Oahu_Wind	2020010309	0.37200000000000005
Oahu_Wind	2020010310	0.304
Oahu_Wind	2020010311	0.4061
Oahu_Wind	2020010312	0.513
Oahu_Wind	2020010313	0.45299999999999996
Oahu_Wind	2020010314	0.38099999999999995
Oahu_Wind	2020010315	0.425
Oahu_Wind	2020010316	0.3447
Oahu_Wind	2020010317	0.377
Oahu_Wind	2020010318	0.30199999999999994
Oahu_Wind	2020010319	0.215
Oahu_Wind	2020010320	0.2
Oahu_Wind	2020010321	0.19899999999999998
Oahu_Wind	2020010322	0.31499999999999995
Oahu_Wind	2020010323	0.4089999999999999
Oahu_Wind	2020010400	0.4637
Oahu_Wind	2020010401	0.5714999999999999
Oahu_Wind	2020010402	0.4599999999999999
Oahu_Wind	2020010403	0.46399999999999997
Oahu_Wind	2020010404	0.49199999999999994
Oahu_Wind	2020010405	0.327
Oahu_Wind	2020010406	0.501
Oahu_Wind	2020010407	0.6619999999999999
Oahu_Wind	2020010408	0.524
Oahu_Wind	2020010409	0.3989999999999999
Oahu_Wind	2020010410	0.4458
Oahu_Wind	2020010411	0.386
Oahu_Wind	2020010412	0.38299999999999995
Oahu_Wind	2020010413	0.23299999999999998
Oahu_Wind	2020010414	0.32299999999999995
Oahu_Wind	2020010415	0.3325
Oahu_Wind	2020010416	0.48699999999999993
Oahu_Wind	2020010417	0.6668000000000001
Oahu_Wind	2020010418	0.7040000000000001
Oahu_Wind	2020010419	0.547
Oahu_Wind	2020010420	0.667
Oahu_Wind	2020010421	0.6838
Oahu_Wind	2020010422	0.5720000000000001
Oahu_Wind	2020010423	0.6089999999999999
Oahu_Wind	2020010500	0.545
Oahu_Wind	2020010501	0.423
Oahu_Wind	2020010502	0.287
Oahu_Wind	2020010503	0.25199999999999995
Oahu_Wind	2020010504	0.2
Oahu_Wind	2020010505	0.289
Oahu_Wind	2020010506	0.26899999999999996
Oahu_Wind	2020010507	0.209
Oahu_Wind	2020010508	0.3303999999999999
Oahu_Wind	2020010509	0.39399999999999996
Oahu_Wind	2020010510	0.19399999999999998
Oahu_Wind	2020010511	0.13199999999999998
Oahu_Wind	2020010512	0.12899999999999998
Oahu_Wind	2020010513	0.14300000000000002
Oahu_Wind	2020010514	0.05999999999999999
Oahu_Wind	2020010515	0.027000000000000003
Oahu_Wind	2020010516	0.011000000000000001
Oahu_Wind	2020010517	0.005
Oahu_Wind	2020010518	0.006999999999999999
Oahu_Wind	2020010519	0.006
Oahu_Wind	2020010520	0.012999999999999998
Oahu_Wind	2020010521	0.014999999999999998
Oahu_Wind	2020010522	0.012
Oahu_Wind	2020010523	0.01
Oahu_Wind	2020010600	0.022000000000000002
Oahu_Wind	2020010601	0.014999999999999998
Oahu_Wind	2020010602	0.005
Oahu_Wind	2020010603	0.0
Oahu_Wind	2020010604	0.0
