PROJECT	TIMEPOINT	proj_min_commit_fraction	proj_max_commit_fraction	proj_min_load_fraction
Oahu_HPower_GEN1	2007021517	1.0	.	.
Oahu_Kahe_K1	2007021517	1.0	.	.
Oahu_Kahe_K2	2007021517	1.0	.	.
Oahu_Kahe_K3	2007021517	1.0	.	.
Oahu_Kahe_K4	2007021517	1.0	.	.
Oahu_Kahe_K5	2007021517	1.0	.	.
Oahu_Kahe_K6	2007021517	1.0	.	.
Oahu_AES_GEN1	2007021517	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021517	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021517	1.0	.	.
Oahu_Waiau_W7_W8	2007021517	1.0	.	.
Oahu_Waiau_W7_W8	2007021517	1.0	.	.
Oahu_HPower_GEN1	2007021518	1.0	.	.
Oahu_Kahe_K1	2007021518	1.0	.	.
Oahu_Kahe_K2	2007021518	1.0	.	.
Oahu_Kahe_K3	2007021518	1.0	.	.
Oahu_Kahe_K4	2007021518	1.0	.	.
Oahu_Kahe_K5	2007021518	1.0	.	.
Oahu_Kahe_K6	2007021518	1.0	.	.
Oahu_AES_GEN1	2007021518	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021518	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021518	1.0	.	.
Oahu_Waiau_W7_W8	2007021518	1.0	.	.
Oahu_Waiau_W7_W8	2007021518	1.0	.	.
Oahu_HPower_GEN1	2007021519	1.0	.	.
Oahu_Kahe_K1	2007021519	1.0	.	.
Oahu_Kahe_K2	2007021519	1.0	.	.
Oahu_Kahe_K3	2007021519	1.0	.	.
Oahu_Kahe_K4	2007021519	1.0	.	.
Oahu_Kahe_K5	2007021519	1.0	.	.
Oahu_Kahe_K6	2007021519	1.0	.	.
Oahu_AES_GEN1	2007021519	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021519	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021519	1.0	.	.
Oahu_Waiau_W7_W8	2007021519	1.0	.	.
Oahu_Waiau_W7_W8	2007021519	1.0	.	.
Oahu_HPower_GEN1	2007021520	1.0	.	.
Oahu_Kahe_K1	2007021520	1.0	.	.
Oahu_Kahe_K2	2007021520	1.0	.	.
Oahu_Kahe_K3	2007021520	1.0	.	.
Oahu_Kahe_K4	2007021520	1.0	.	.
Oahu_Kahe_K5	2007021520	1.0	.	.
Oahu_Kahe_K6	2007021520	1.0	.	.
Oahu_AES_GEN1	2007021520	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021520	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021520	1.0	.	.
Oahu_Waiau_W7_W8	2007021520	1.0	.	.
Oahu_Waiau_W7_W8	2007021520	1.0	.	.
Oahu_HPower_GEN1	2007021521	1.0	.	.
Oahu_Kahe_K1	2007021521	1.0	.	.
Oahu_Kahe_K2	2007021521	1.0	.	.
Oahu_Kahe_K3	2007021521	1.0	.	.
Oahu_Kahe_K4	2007021521	1.0	.	.
Oahu_Kahe_K5	2007021521	1.0	.	.
Oahu_Kahe_K6	2007021521	1.0	.	.
Oahu_AES_GEN1	2007021521	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021521	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021521	1.0	.	.
Oahu_Waiau_W7_W8	2007021521	1.0	.	.
Oahu_Waiau_W7_W8	2007021521	1.0	.	.
Oahu_HPower_GEN1	2007021522	1.0	.	.
Oahu_Kahe_K1	2007021522	1.0	.	.
Oahu_Kahe_K2	2007021522	1.0	.	.
Oahu_Kahe_K3	2007021522	1.0	.	.
Oahu_Kahe_K4	2007021522	1.0	.	.
Oahu_Kahe_K5	2007021522	1.0	.	.
Oahu_Kahe_K6	2007021522	1.0	.	.
Oahu_AES_GEN1	2007021522	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021522	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021522	1.0	.	.
Oahu_Waiau_W7_W8	2007021522	1.0	.	.
Oahu_Waiau_W7_W8	2007021522	1.0	.	.
Oahu_HPower_GEN1	2007021523	1.0	.	.
Oahu_Kahe_K1	2007021523	1.0	.	.
Oahu_Kahe_K2	2007021523	1.0	.	.
Oahu_Kahe_K3	2007021523	1.0	.	.
Oahu_Kahe_K4	2007021523	1.0	.	.
Oahu_Kahe_K5	2007021523	1.0	.	.
Oahu_Kahe_K6	2007021523	1.0	.	.
Oahu_AES_GEN1	2007021523	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021523	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007021523	1.0	.	.
Oahu_Waiau_W7_W8	2007021523	1.0	.	.
Oahu_Waiau_W7_W8	2007021523	1.0	.	.
Oahu_HPower_GEN1	2007031500	1.0	.	.
Oahu_Kahe_K1	2007031500	1.0	.	.
Oahu_Kahe_K2	2007031500	1.0	.	.
Oahu_Kahe_K3	2007031500	1.0	.	.
Oahu_Kahe_K4	2007031500	1.0	.	.
Oahu_Kahe_K5	2007031500	1.0	.	.
Oahu_Kahe_K6	2007031500	1.0	.	.
Oahu_AES_GEN1	2007031500	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031500	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031500	1.0	.	.
Oahu_Waiau_W7_W8	2007031500	1.0	.	.
Oahu_Waiau_W7_W8	2007031500	1.0	.	.
Oahu_HPower_GEN1	2007031501	1.0	.	.
Oahu_Kahe_K1	2007031501	1.0	.	.
Oahu_Kahe_K2	2007031501	1.0	.	.
Oahu_Kahe_K3	2007031501	1.0	.	.
Oahu_Kahe_K4	2007031501	1.0	.	.
Oahu_Kahe_K5	2007031501	1.0	.	.
Oahu_Kahe_K6	2007031501	1.0	.	.
Oahu_AES_GEN1	2007031501	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031501	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031501	1.0	.	.
Oahu_Waiau_W7_W8	2007031501	1.0	.	.
Oahu_Waiau_W7_W8	2007031501	1.0	.	.
Oahu_HPower_GEN1	2007031502	1.0	.	.
Oahu_Kahe_K1	2007031502	1.0	.	.
Oahu_Kahe_K2	2007031502	1.0	.	.
Oahu_Kahe_K3	2007031502	1.0	.	.
Oahu_Kahe_K4	2007031502	1.0	.	.
Oahu_Kahe_K5	2007031502	1.0	.	.
Oahu_Kahe_K6	2007031502	1.0	.	.
Oahu_AES_GEN1	2007031502	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031502	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031502	1.0	.	.
Oahu_Waiau_W7_W8	2007031502	1.0	.	.
Oahu_Waiau_W7_W8	2007031502	1.0	.	.
Oahu_HPower_GEN1	2007031503	1.0	.	.
Oahu_Kahe_K1	2007031503	1.0	.	.
Oahu_Kahe_K2	2007031503	1.0	.	.
Oahu_Kahe_K3	2007031503	1.0	.	.
Oahu_Kahe_K4	2007031503	1.0	.	.
Oahu_Kahe_K5	2007031503	1.0	.	.
Oahu_Kahe_K6	2007031503	1.0	.	.
Oahu_AES_GEN1	2007031503	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031503	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031503	1.0	.	.
Oahu_Waiau_W7_W8	2007031503	1.0	.	.
Oahu_Waiau_W7_W8	2007031503	1.0	.	.
Oahu_HPower_GEN1	2007031504	1.0	.	.
Oahu_Kahe_K1	2007031504	1.0	.	.
Oahu_Kahe_K2	2007031504	1.0	.	.
Oahu_Kahe_K3	2007031504	1.0	.	.
Oahu_Kahe_K4	2007031504	1.0	.	.
Oahu_Kahe_K5	2007031504	1.0	.	.
Oahu_Kahe_K6	2007031504	1.0	.	.
Oahu_AES_GEN1	2007031504	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031504	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031504	1.0	.	.
Oahu_Waiau_W7_W8	2007031504	1.0	.	.
Oahu_Waiau_W7_W8	2007031504	1.0	.	.
Oahu_HPower_GEN1	2007031505	1.0	.	.
Oahu_Kahe_K1	2007031505	1.0	.	.
Oahu_Kahe_K2	2007031505	1.0	.	.
Oahu_Kahe_K3	2007031505	1.0	.	.
Oahu_Kahe_K4	2007031505	1.0	.	.
Oahu_Kahe_K5	2007031505	1.0	.	.
Oahu_Kahe_K6	2007031505	1.0	.	.
Oahu_AES_GEN1	2007031505	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031505	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031505	1.0	.	.
Oahu_Waiau_W7_W8	2007031505	1.0	.	.
Oahu_Waiau_W7_W8	2007031505	1.0	.	.
Oahu_HPower_GEN1	2007031506	1.0	.	.
Oahu_Kahe_K1	2007031506	1.0	.	.
Oahu_Kahe_K2	2007031506	1.0	.	.
Oahu_Kahe_K3	2007031506	1.0	.	.
Oahu_Kahe_K4	2007031506	1.0	.	.
Oahu_Kahe_K5	2007031506	1.0	.	.
Oahu_Kahe_K6	2007031506	1.0	.	.
Oahu_AES_GEN1	2007031506	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031506	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031506	1.0	.	.
Oahu_Waiau_W7_W8	2007031506	1.0	.	.
Oahu_Waiau_W7_W8	2007031506	1.0	.	.
Oahu_HPower_GEN1	2007031507	1.0	.	.
Oahu_Kahe_K1	2007031507	1.0	.	.
Oahu_Kahe_K2	2007031507	1.0	.	.
Oahu_Kahe_K3	2007031507	1.0	.	.
Oahu_Kahe_K4	2007031507	1.0	.	.
Oahu_Kahe_K5	2007031507	1.0	.	.
Oahu_Kahe_K6	2007031507	1.0	.	.
Oahu_AES_GEN1	2007031507	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031507	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031507	1.0	.	.
Oahu_Waiau_W7_W8	2007031507	1.0	.	.
Oahu_Waiau_W7_W8	2007031507	1.0	.	.
Oahu_HPower_GEN1	2007031508	1.0	.	.
Oahu_Kahe_K1	2007031508	1.0	.	.
Oahu_Kahe_K2	2007031508	1.0	.	.
Oahu_Kahe_K3	2007031508	1.0	.	.
Oahu_Kahe_K4	2007031508	1.0	.	.
Oahu_Kahe_K5	2007031508	1.0	.	.
Oahu_Kahe_K6	2007031508	1.0	.	.
Oahu_AES_GEN1	2007031508	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031508	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031508	1.0	.	.
Oahu_Waiau_W7_W8	2007031508	1.0	.	.
Oahu_Waiau_W7_W8	2007031508	1.0	.	.
Oahu_HPower_GEN1	2007031509	1.0	.	.
Oahu_Kahe_K1	2007031509	1.0	.	.
Oahu_Kahe_K2	2007031509	1.0	.	.
Oahu_Kahe_K3	2007031509	1.0	.	.
Oahu_Kahe_K4	2007031509	1.0	.	.
Oahu_Kahe_K5	2007031509	1.0	.	.
Oahu_Kahe_K6	2007031509	1.0	.	.
Oahu_AES_GEN1	2007031509	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031509	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031509	1.0	.	.
Oahu_Waiau_W7_W8	2007031509	1.0	.	.
Oahu_Waiau_W7_W8	2007031509	1.0	.	.
Oahu_HPower_GEN1	2007031510	1.0	.	.
Oahu_Kahe_K1	2007031510	1.0	.	.
Oahu_Kahe_K2	2007031510	1.0	.	.
Oahu_Kahe_K3	2007031510	1.0	.	.
Oahu_Kahe_K4	2007031510	1.0	.	.
Oahu_Kahe_K5	2007031510	1.0	.	.
Oahu_Kahe_K6	2007031510	1.0	.	.
Oahu_AES_GEN1	2007031510	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031510	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031510	1.0	.	.
Oahu_Waiau_W7_W8	2007031510	1.0	.	.
Oahu_Waiau_W7_W8	2007031510	1.0	.	.
Oahu_HPower_GEN1	2007031511	1.0	.	.
Oahu_Kahe_K1	2007031511	1.0	.	.
Oahu_Kahe_K2	2007031511	1.0	.	.
Oahu_Kahe_K3	2007031511	1.0	.	.
Oahu_Kahe_K4	2007031511	1.0	.	.
Oahu_Kahe_K5	2007031511	1.0	.	.
Oahu_Kahe_K6	2007031511	1.0	.	.
Oahu_AES_GEN1	2007031511	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031511	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031511	1.0	.	.
Oahu_Waiau_W7_W8	2007031511	1.0	.	.
Oahu_Waiau_W7_W8	2007031511	1.0	.	.
Oahu_HPower_GEN1	2007031512	1.0	.	.
Oahu_Kahe_K1	2007031512	1.0	.	.
Oahu_Kahe_K2	2007031512	1.0	.	.
Oahu_Kahe_K3	2007031512	1.0	.	.
Oahu_Kahe_K4	2007031512	1.0	.	.
Oahu_Kahe_K5	2007031512	1.0	.	.
Oahu_Kahe_K6	2007031512	1.0	.	.
Oahu_AES_GEN1	2007031512	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031512	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031512	1.0	.	.
Oahu_Waiau_W7_W8	2007031512	1.0	.	.
Oahu_Waiau_W7_W8	2007031512	1.0	.	.
Oahu_HPower_GEN1	2007031513	1.0	.	.
Oahu_Kahe_K1	2007031513	1.0	.	.
Oahu_Kahe_K2	2007031513	1.0	.	.
Oahu_Kahe_K3	2007031513	1.0	.	.
Oahu_Kahe_K4	2007031513	1.0	.	.
Oahu_Kahe_K5	2007031513	1.0	.	.
Oahu_Kahe_K6	2007031513	1.0	.	.
Oahu_AES_GEN1	2007031513	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031513	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031513	1.0	.	.
Oahu_Waiau_W7_W8	2007031513	1.0	.	.
Oahu_Waiau_W7_W8	2007031513	1.0	.	.
Oahu_HPower_GEN1	2007031514	1.0	.	.
Oahu_Kahe_K1	2007031514	1.0	.	.
Oahu_Kahe_K2	2007031514	1.0	.	.
Oahu_Kahe_K3	2007031514	1.0	.	.
Oahu_Kahe_K4	2007031514	1.0	.	.
Oahu_Kahe_K5	2007031514	1.0	.	.
Oahu_Kahe_K6	2007031514	1.0	.	.
Oahu_AES_GEN1	2007031514	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031514	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031514	1.0	.	.
Oahu_Waiau_W7_W8	2007031514	1.0	.	.
Oahu_Waiau_W7_W8	2007031514	1.0	.	.
Oahu_HPower_GEN1	2007031515	1.0	.	.
Oahu_Kahe_K1	2007031515	1.0	.	.
Oahu_Kahe_K2	2007031515	1.0	.	.
Oahu_Kahe_K3	2007031515	1.0	.	.
Oahu_Kahe_K4	2007031515	1.0	.	.
Oahu_Kahe_K5	2007031515	1.0	.	.
Oahu_Kahe_K6	2007031515	1.0	.	.
Oahu_AES_GEN1	2007031515	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031515	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031515	1.0	.	.
Oahu_Waiau_W7_W8	2007031515	1.0	.	.
Oahu_Waiau_W7_W8	2007031515	1.0	.	.
Oahu_HPower_GEN1	2007031516	1.0	.	.
Oahu_Kahe_K1	2007031516	1.0	.	.
Oahu_Kahe_K2	2007031516	1.0	.	.
Oahu_Kahe_K3	2007031516	1.0	.	.
Oahu_Kahe_K4	2007031516	1.0	.	.
Oahu_Kahe_K5	2007031516	1.0	.	.
Oahu_Kahe_K6	2007031516	1.0	.	.
Oahu_AES_GEN1	2007031516	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031516	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031516	1.0	.	.
Oahu_Waiau_W7_W8	2007031516	1.0	.	.
Oahu_Waiau_W7_W8	2007031516	1.0	.	.
Oahu_HPower_GEN1	2007031517	1.0	.	.
Oahu_Kahe_K1	2007031517	1.0	.	.
Oahu_Kahe_K2	2007031517	1.0	.	.
Oahu_Kahe_K3	2007031517	1.0	.	.
Oahu_Kahe_K4	2007031517	1.0	.	.
Oahu_Kahe_K5	2007031517	1.0	.	.
Oahu_Kahe_K6	2007031517	1.0	.	.
Oahu_AES_GEN1	2007031517	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031517	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031517	1.0	.	.
Oahu_Waiau_W7_W8	2007031517	1.0	.	.
Oahu_Waiau_W7_W8	2007031517	1.0	.	.
Oahu_HPower_GEN1	2007031518	1.0	.	.
Oahu_Kahe_K1	2007031518	1.0	.	.
Oahu_Kahe_K2	2007031518	1.0	.	.
Oahu_Kahe_K3	2007031518	1.0	.	.
Oahu_Kahe_K4	2007031518	1.0	.	.
Oahu_Kahe_K5	2007031518	1.0	.	.
Oahu_Kahe_K6	2007031518	1.0	.	.
Oahu_AES_GEN1	2007031518	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031518	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031518	1.0	.	.
Oahu_Waiau_W7_W8	2007031518	1.0	.	.
Oahu_Waiau_W7_W8	2007031518	1.0	.	.
Oahu_HPower_GEN1	2007031519	1.0	.	.
Oahu_Kahe_K1	2007031519	1.0	.	.
Oahu_Kahe_K2	2007031519	1.0	.	.
Oahu_Kahe_K3	2007031519	1.0	.	.
Oahu_Kahe_K4	2007031519	1.0	.	.
Oahu_Kahe_K5	2007031519	1.0	.	.
Oahu_Kahe_K6	2007031519	1.0	.	.
Oahu_AES_GEN1	2007031519	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031519	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031519	1.0	.	.
Oahu_Waiau_W7_W8	2007031519	1.0	.	.
Oahu_Waiau_W7_W8	2007031519	1.0	.	.
Oahu_HPower_GEN1	2007031520	1.0	.	.
Oahu_Kahe_K1	2007031520	1.0	.	.
Oahu_Kahe_K2	2007031520	1.0	.	.
Oahu_Kahe_K3	2007031520	1.0	.	.
Oahu_Kahe_K4	2007031520	1.0	.	.
Oahu_Kahe_K5	2007031520	1.0	.	.
Oahu_Kahe_K6	2007031520	1.0	.	.
Oahu_AES_GEN1	2007031520	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031520	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031520	1.0	.	.
Oahu_Waiau_W7_W8	2007031520	1.0	.	.
Oahu_Waiau_W7_W8	2007031520	1.0	.	.
Oahu_HPower_GEN1	2007031521	1.0	.	.
Oahu_Kahe_K1	2007031521	1.0	.	.
Oahu_Kahe_K2	2007031521	1.0	.	.
Oahu_Kahe_K3	2007031521	1.0	.	.
Oahu_Kahe_K4	2007031521	1.0	.	.
Oahu_Kahe_K5	2007031521	1.0	.	.
Oahu_Kahe_K6	2007031521	1.0	.	.
Oahu_AES_GEN1	2007031521	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031521	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031521	1.0	.	.
Oahu_Waiau_W7_W8	2007031521	1.0	.	.
Oahu_Waiau_W7_W8	2007031521	1.0	.	.
Oahu_HPower_GEN1	2007031522	1.0	.	.
Oahu_Kahe_K1	2007031522	1.0	.	.
Oahu_Kahe_K2	2007031522	1.0	.	.
Oahu_Kahe_K3	2007031522	1.0	.	.
Oahu_Kahe_K4	2007031522	1.0	.	.
Oahu_Kahe_K5	2007031522	1.0	.	.
Oahu_Kahe_K6	2007031522	1.0	.	.
Oahu_AES_GEN1	2007031522	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031522	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031522	1.0	.	.
Oahu_Waiau_W7_W8	2007031522	1.0	.	.
Oahu_Waiau_W7_W8	2007031522	1.0	.	.
Oahu_HPower_GEN1	2007031523	1.0	.	.
Oahu_Kahe_K1	2007031523	1.0	.	.
Oahu_Kahe_K2	2007031523	1.0	.	.
Oahu_Kahe_K3	2007031523	1.0	.	.
Oahu_Kahe_K4	2007031523	1.0	.	.
Oahu_Kahe_K5	2007031523	1.0	.	.
Oahu_Kahe_K6	2007031523	1.0	.	.
Oahu_AES_GEN1	2007031523	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031523	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007031523	1.0	.	.
Oahu_Waiau_W7_W8	2007031523	1.0	.	.
Oahu_Waiau_W7_W8	2007031523	1.0	.	.
Oahu_HPower_GEN1	2007041500	1.0	.	.
Oahu_Kahe_K1	2007041500	1.0	.	.
Oahu_Kahe_K2	2007041500	1.0	.	.
Oahu_Kahe_K3	2007041500	1.0	.	.
Oahu_Kahe_K4	2007041500	1.0	.	.
Oahu_Kahe_K5	2007041500	1.0	.	.
Oahu_Kahe_K6	2007041500	1.0	.	.
Oahu_AES_GEN1	2007041500	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041500	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041500	1.0	.	.
Oahu_Waiau_W7_W8	2007041500	1.0	.	.
Oahu_Waiau_W7_W8	2007041500	1.0	.	.
Oahu_HPower_GEN1	2007041501	1.0	.	.
Oahu_Kahe_K1	2007041501	1.0	.	.
Oahu_Kahe_K2	2007041501	1.0	.	.
Oahu_Kahe_K3	2007041501	1.0	.	.
Oahu_Kahe_K4	2007041501	1.0	.	.
Oahu_Kahe_K5	2007041501	1.0	.	.
Oahu_Kahe_K6	2007041501	1.0	.	.
Oahu_AES_GEN1	2007041501	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041501	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041501	1.0	.	.
Oahu_Waiau_W7_W8	2007041501	1.0	.	.
Oahu_Waiau_W7_W8	2007041501	1.0	.	.
Oahu_HPower_GEN1	2007041502	1.0	.	.
Oahu_Kahe_K1	2007041502	1.0	.	.
Oahu_Kahe_K2	2007041502	1.0	.	.
Oahu_Kahe_K3	2007041502	1.0	.	.
Oahu_Kahe_K4	2007041502	1.0	.	.
Oahu_Kahe_K5	2007041502	1.0	.	.
Oahu_Kahe_K6	2007041502	1.0	.	.
Oahu_AES_GEN1	2007041502	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041502	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041502	1.0	.	.
Oahu_Waiau_W7_W8	2007041502	1.0	.	.
Oahu_Waiau_W7_W8	2007041502	1.0	.	.
Oahu_HPower_GEN1	2007041503	1.0	.	.
Oahu_Kahe_K1	2007041503	1.0	.	.
Oahu_Kahe_K2	2007041503	1.0	.	.
Oahu_Kahe_K3	2007041503	1.0	.	.
Oahu_Kahe_K4	2007041503	1.0	.	.
Oahu_Kahe_K5	2007041503	1.0	.	.
Oahu_Kahe_K6	2007041503	1.0	.	.
Oahu_AES_GEN1	2007041503	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041503	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041503	1.0	.	.
Oahu_Waiau_W7_W8	2007041503	1.0	.	.
Oahu_Waiau_W7_W8	2007041503	1.0	.	.
Oahu_HPower_GEN1	2007041504	1.0	.	.
Oahu_Kahe_K1	2007041504	1.0	.	.
Oahu_Kahe_K2	2007041504	1.0	.	.
Oahu_Kahe_K3	2007041504	1.0	.	.
Oahu_Kahe_K4	2007041504	1.0	.	.
Oahu_Kahe_K5	2007041504	1.0	.	.
Oahu_Kahe_K6	2007041504	1.0	.	.
Oahu_AES_GEN1	2007041504	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041504	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041504	1.0	.	.
Oahu_Waiau_W7_W8	2007041504	1.0	.	.
Oahu_Waiau_W7_W8	2007041504	1.0	.	.
Oahu_HPower_GEN1	2007041505	1.0	.	.
Oahu_Kahe_K1	2007041505	1.0	.	.
Oahu_Kahe_K2	2007041505	1.0	.	.
Oahu_Kahe_K3	2007041505	1.0	.	.
Oahu_Kahe_K4	2007041505	1.0	.	.
Oahu_Kahe_K5	2007041505	1.0	.	.
Oahu_Kahe_K6	2007041505	1.0	.	.
Oahu_AES_GEN1	2007041505	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041505	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041505	1.0	.	.
Oahu_Waiau_W7_W8	2007041505	1.0	.	.
Oahu_Waiau_W7_W8	2007041505	1.0	.	.
Oahu_HPower_GEN1	2007041506	1.0	.	.
Oahu_Kahe_K1	2007041506	1.0	.	.
Oahu_Kahe_K2	2007041506	1.0	.	.
Oahu_Kahe_K3	2007041506	1.0	.	.
Oahu_Kahe_K4	2007041506	1.0	.	.
Oahu_Kahe_K5	2007041506	1.0	.	.
Oahu_Kahe_K6	2007041506	1.0	.	.
Oahu_AES_GEN1	2007041506	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041506	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041506	1.0	.	.
Oahu_Waiau_W7_W8	2007041506	1.0	.	.
Oahu_Waiau_W7_W8	2007041506	1.0	.	.
Oahu_HPower_GEN1	2007041507	1.0	.	.
Oahu_Kahe_K1	2007041507	1.0	.	.
Oahu_Kahe_K2	2007041507	1.0	.	.
Oahu_Kahe_K3	2007041507	1.0	.	.
Oahu_Kahe_K4	2007041507	1.0	.	.
Oahu_Kahe_K5	2007041507	1.0	.	.
Oahu_Kahe_K6	2007041507	1.0	.	.
Oahu_AES_GEN1	2007041507	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041507	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041507	1.0	.	.
Oahu_Waiau_W7_W8	2007041507	1.0	.	.
Oahu_Waiau_W7_W8	2007041507	1.0	.	.
Oahu_HPower_GEN1	2007041508	1.0	.	.
Oahu_Kahe_K1	2007041508	1.0	.	.
Oahu_Kahe_K2	2007041508	1.0	.	.
Oahu_Kahe_K3	2007041508	1.0	.	.
Oahu_Kahe_K4	2007041508	1.0	.	.
Oahu_Kahe_K5	2007041508	1.0	.	.
Oahu_Kahe_K6	2007041508	1.0	.	.
Oahu_AES_GEN1	2007041508	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041508	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041508	1.0	.	.
Oahu_Waiau_W7_W8	2007041508	1.0	.	.
Oahu_Waiau_W7_W8	2007041508	1.0	.	.
Oahu_HPower_GEN1	2007041509	1.0	.	.
Oahu_Kahe_K1	2007041509	1.0	.	.
Oahu_Kahe_K2	2007041509	1.0	.	.
Oahu_Kahe_K3	2007041509	1.0	.	.
Oahu_Kahe_K4	2007041509	1.0	.	.
Oahu_Kahe_K5	2007041509	1.0	.	.
Oahu_Kahe_K6	2007041509	1.0	.	.
Oahu_AES_GEN1	2007041509	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041509	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041509	1.0	.	.
Oahu_Waiau_W7_W8	2007041509	1.0	.	.
Oahu_Waiau_W7_W8	2007041509	1.0	.	.
Oahu_HPower_GEN1	2007041510	1.0	.	.
Oahu_Kahe_K1	2007041510	1.0	.	.
Oahu_Kahe_K2	2007041510	1.0	.	.
Oahu_Kahe_K3	2007041510	1.0	.	.
Oahu_Kahe_K4	2007041510	1.0	.	.
Oahu_Kahe_K5	2007041510	1.0	.	.
Oahu_Kahe_K6	2007041510	1.0	.	.
Oahu_AES_GEN1	2007041510	1.0	.	.
