PROJECT	TIMEPOINT	proj_min_commit_fraction	proj_max_commit_fraction	proj_min_load_fraction
Oahu_Kalaeloa_CC1_CC2	2007041510	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041510	1.0	.	.
Oahu_Waiau_W7_W8	2007041510	1.0	.	.
Oahu_Waiau_W7_W8	2007041510	1.0	.	.
Oahu_HPower_GEN1	2007041511	1.0	.	.
Oahu_Kahe_K1	2007041511	1.0	.	.
Oahu_Kahe_K2	2007041511	1.0	.	.
Oahu_Kahe_K3	2007041511	1.0	.	.
Oahu_Kahe_K4	2007041511	1.0	.	.
Oahu_Kahe_K5	2007041511	1.0	.	.
Oahu_Kahe_K6	2007041511	1.0	.	.
Oahu_AES_GEN1	2007041511	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041511	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041511	1.0	.	.
Oahu_Waiau_W7_W8	2007041511	1.0	.	.
Oahu_Waiau_W7_W8	2007041511	1.0	.	.
Oahu_HPower_GEN1	2007041512	1.0	.	.
Oahu_Kahe_K1	2007041512	1.0	.	.
Oahu_Kahe_K2	2007041512	1.0	.	.
Oahu_Kahe_K3	2007041512	1.0	.	.
Oahu_Kahe_K4	2007041512	1.0	.	.
Oahu_Kahe_K5	2007041512	1.0	.	.
Oahu_Kahe_K6	2007041512	1.0	.	.
Oahu_AES_GEN1	2007041512	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041512	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041512	1.0	.	.
Oahu_Waiau_W7_W8	2007041512	1.0	.	.
Oahu_Waiau_W7_W8	2007041512	1.0	.	.
Oahu_HPower_GEN1	2007041513	1.0	.	.
Oahu_Kahe_K1	2007041513	1.0	.	.
Oahu_Kahe_K2	2007041513	1.0	.	.
Oahu_Kahe_K3	2007041513	1.0	.	.
Oahu_Kahe_K4	2007041513	1.0	.	.
Oahu_Kahe_K5	2007041513	1.0	.	.
Oahu_Kahe_K6	2007041513	1.0	.	.
Oahu_AES_GEN1	2007041513	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041513	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041513	1.0	.	.
Oahu_Waiau_W7_W8	2007041513	1.0	.	.
Oahu_Waiau_W7_W8	2007041513	1.0	.	.
Oahu_HPower_GEN1	2007041514	1.0	.	.
Oahu_Kahe_K1	2007041514	1.0	.	.
Oahu_Kahe_K2	2007041514	1.0	.	.
Oahu_Kahe_K3	2007041514	1.0	.	.
Oahu_Kahe_K4	2007041514	1.0	.	.
Oahu_Kahe_K5	2007041514	1.0	.	.
Oahu_Kahe_K6	2007041514	1.0	.	.
Oahu_AES_GEN1	2007041514	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041514	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041514	1.0	.	.
Oahu_Waiau_W7_W8	2007041514	1.0	.	.
Oahu_Waiau_W7_W8	2007041514	1.0	.	.
Oahu_HPower_GEN1	2007041515	1.0	.	.
Oahu_Kahe_K1	2007041515	1.0	.	.
Oahu_Kahe_K2	2007041515	1.0	.	.
Oahu_Kahe_K3	2007041515	1.0	.	.
Oahu_Kahe_K4	2007041515	1.0	.	.
Oahu_Kahe_K5	2007041515	1.0	.	.
Oahu_Kahe_K6	2007041515	1.0	.	.
Oahu_AES_GEN1	2007041515	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041515	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041515	1.0	.	.
Oahu_Waiau_W7_W8	2007041515	1.0	.	.
Oahu_Waiau_W7_W8	2007041515	1.0	.	.
Oahu_HPower_GEN1	2007041516	1.0	.	.
Oahu_Kahe_K1	2007041516	1.0	.	.
Oahu_Kahe_K2	2007041516	1.0	.	.
Oahu_Kahe_K3	2007041516	1.0	.	.
Oahu_Kahe_K4	2007041516	1.0	.	.
Oahu_Kahe_K5	2007041516	1.0	.	.
Oahu_Kahe_K6	2007041516	1.0	.	.
Oahu_AES_GEN1	2007041516	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041516	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041516	1.0	.	.
Oahu_Waiau_W7_W8	2007041516	1.0	.	.
Oahu_Waiau_W7_W8	2007041516	1.0	.	.
Oahu_HPower_GEN1	2007041517	1.0	.	.
Oahu_Kahe_K1	2007041517	1.0	.	.
Oahu_Kahe_K2	2007041517	1.0	.	.
Oahu_Kahe_K3	2007041517	1.0	.	.
Oahu_Kahe_K4	2007041517	1.0	.	.
Oahu_Kahe_K5	2007041517	1.0	.	.
Oahu_Kahe_K6	2007041517	1.0	.	.
Oahu_AES_GEN1	2007041517	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041517	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041517	1.0	.	.
Oahu_Waiau_W7_W8	2007041517	1.0	.	.
Oahu_Waiau_W7_W8	2007041517	1.0	.	.
Oahu_HPower_GEN1	2007041518	1.0	.	.
Oahu_Kahe_K1	2007041518	1.0	.	.
Oahu_Kahe_K2	2007041518	1.0	.	.
Oahu_Kahe_K3	2007041518	1.0	.	.
Oahu_Kahe_K4	2007041518	1.0	.	.
Oahu_Kahe_K5	2007041518	1.0	.	.
Oahu_Kahe_K6	2007041518	1.0	.	.
Oahu_AES_GEN1	2007041518	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041518	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041518	1.0	.	.
Oahu_Waiau_W7_W8	2007041518	1.0	.	.
Oahu_Waiau_W7_W8	2007041518	1.0	.	.
Oahu_HPower_GEN1	2007041519	1.0	.	.
Oahu_Kahe_K1	2007041519	1.0	.	.
Oahu_Kahe_K2	2007041519	1.0	.	.
Oahu_Kahe_K3	2007041519	1.0	.	.
Oahu_Kahe_K4	2007041519	1.0	.	.
Oahu_Kahe_K5	2007041519	1.0	.	.
Oahu_Kahe_K6	2007041519	1.0	.	.
Oahu_AES_GEN1	2007041519	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041519	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041519	1.0	.	.
Oahu_Waiau_W7_W8	2007041519	1.0	.	.
Oahu_Waiau_W7_W8	2007041519	1.0	.	.
Oahu_HPower_GEN1	2007041520	1.0	.	.
Oahu_Kahe_K1	2007041520	1.0	.	.
Oahu_Kahe_K2	2007041520	1.0	.	.
Oahu_Kahe_K3	2007041520	1.0	.	.
Oahu_Kahe_K4	2007041520	1.0	.	.
Oahu_Kahe_K5	2007041520	1.0	.	.
Oahu_Kahe_K6	2007041520	1.0	.	.
Oahu_AES_GEN1	2007041520	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041520	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041520	1.0	.	.
Oahu_Waiau_W7_W8	2007041520	1.0	.	.
Oahu_Waiau_W7_W8	2007041520	1.0	.	.
Oahu_HPower_GEN1	2007041521	1.0	.	.
Oahu_Kahe_K1	2007041521	1.0	.	.
Oahu_Kahe_K2	2007041521	1.0	.	.
Oahu_Kahe_K3	2007041521	1.0	.	.
Oahu_Kahe_K4	2007041521	1.0	.	.
Oahu_Kahe_K5	2007041521	1.0	.	.
Oahu_Kahe_K6	2007041521	1.0	.	.
Oahu_AES_GEN1	2007041521	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041521	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041521	1.0	.	.
Oahu_Waiau_W7_W8	2007041521	1.0	.	.
Oahu_Waiau_W7_W8	2007041521	1.0	.	.
Oahu_HPower_GEN1	2007041522	1.0	.	.
Oahu_Kahe_K1	2007041522	1.0	.	.
Oahu_Kahe_K2	2007041522	1.0	.	.
Oahu_Kahe_K3	2007041522	1.0	.	.
Oahu_Kahe_K4	2007041522	1.0	.	.
Oahu_Kahe_K5	2007041522	1.0	.	.
Oahu_Kahe_K6	2007041522	1.0	.	.
Oahu_AES_GEN1	2007041522	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041522	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041522	1.0	.	.
Oahu_Waiau_W7_W8	2007041522	1.0	.	.
Oahu_Waiau_W7_W8	2007041522	1.0	.	.
Oahu_HPower_GEN1	2007041523	1.0	.	.
Oahu_Kahe_K1	2007041523	1.0	.	.
Oahu_Kahe_K2	2007041523	1.0	.	.
Oahu_Kahe_K3	2007041523	1.0	.	.
Oahu_Kahe_K4	2007041523	1.0	.	.
Oahu_Kahe_K5	2007041523	1.0	.	.
Oahu_Kahe_K6	2007041523	1.0	.	.
Oahu_AES_GEN1	2007041523	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041523	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007041523	1.0	.	.
Oahu_Waiau_W7_W8	2007041523	1.0	.	.
Oahu_Waiau_W7_W8	2007041523	1.0	.	.
Oahu_HPower_GEN1	2007051500	1.0	.	.
Oahu_Kahe_K1	2007051500	1.0	.	.
Oahu_Kahe_K2	2007051500	1.0	.	.
Oahu_Kahe_K3	2007051500	1.0	.	.
Oahu_Kahe_K4	2007051500	1.0	.	.
Oahu_Kahe_K5	2007051500	1.0	.	.
Oahu_Kahe_K6	2007051500	1.0	.	.
Oahu_AES_GEN1	2007051500	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051500	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051500	1.0	.	.
Oahu_Waiau_W7_W8	2007051500	1.0	.	.
Oahu_Waiau_W7_W8	2007051500	1.0	.	.
Oahu_HPower_GEN1	2007051501	1.0	.	.
Oahu_Kahe_K1	2007051501	1.0	.	.
Oahu_Kahe_K2	2007051501	1.0	.	.
Oahu_Kahe_K3	2007051501	1.0	.	.
Oahu_Kahe_K4	2007051501	1.0	.	.
Oahu_Kahe_K5	2007051501	1.0	.	.
Oahu_Kahe_K6	2007051501	1.0	.	.
Oahu_AES_GEN1	2007051501	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051501	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051501	1.0	.	.
Oahu_Waiau_W7_W8	2007051501	1.0	.	.
Oahu_Waiau_W7_W8	2007051501	1.0	.	.
Oahu_HPower_GEN1	2007051502	1.0	.	.
Oahu_Kahe_K1	2007051502	1.0	.	.
Oahu_Kahe_K2	2007051502	1.0	.	.
Oahu_Kahe_K3	2007051502	1.0	.	.
Oahu_Kahe_K4	2007051502	1.0	.	.
Oahu_Kahe_K5	2007051502	1.0	.	.
Oahu_Kahe_K6	2007051502	1.0	.	.
Oahu_AES_GEN1	2007051502	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051502	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051502	1.0	.	.
Oahu_Waiau_W7_W8	2007051502	1.0	.	.
Oahu_Waiau_W7_W8	2007051502	1.0	.	.
Oahu_HPower_GEN1	2007051503	1.0	.	.
Oahu_Kahe_K1	2007051503	1.0	.	.
Oahu_Kahe_K2	2007051503	1.0	.	.
Oahu_Kahe_K3	2007051503	1.0	.	.
Oahu_Kahe_K4	2007051503	1.0	.	.
Oahu_Kahe_K5	2007051503	1.0	.	.
Oahu_Kahe_K6	2007051503	1.0	.	.
Oahu_AES_GEN1	2007051503	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051503	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051503	1.0	.	.
Oahu_Waiau_W7_W8	2007051503	1.0	.	.
Oahu_Waiau_W7_W8	2007051503	1.0	.	.
Oahu_HPower_GEN1	2007051504	1.0	.	.
Oahu_Kahe_K1	2007051504	1.0	.	.
Oahu_Kahe_K2	2007051504	1.0	.	.
Oahu_Kahe_K3	2007051504	1.0	.	.
Oahu_Kahe_K4	2007051504	1.0	.	.
Oahu_Kahe_K5	2007051504	1.0	.	.
Oahu_Kahe_K6	2007051504	1.0	.	.
Oahu_AES_GEN1	2007051504	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051504	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051504	1.0	.	.
Oahu_Waiau_W7_W8	2007051504	1.0	.	.
Oahu_Waiau_W7_W8	2007051504	1.0	.	.
Oahu_HPower_GEN1	2007051505	1.0	.	.
Oahu_Kahe_K1	2007051505	1.0	.	.
Oahu_Kahe_K2	2007051505	1.0	.	.
Oahu_Kahe_K3	2007051505	1.0	.	.
Oahu_Kahe_K4	2007051505	1.0	.	.
Oahu_Kahe_K5	2007051505	1.0	.	.
Oahu_Kahe_K6	2007051505	1.0	.	.
Oahu_AES_GEN1	2007051505	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051505	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051505	1.0	.	.
Oahu_Waiau_W7_W8	2007051505	1.0	.	.
Oahu_Waiau_W7_W8	2007051505	1.0	.	.
Oahu_HPower_GEN1	2007051506	1.0	.	.
Oahu_Kahe_K1	2007051506	1.0	.	.
Oahu_Kahe_K2	2007051506	1.0	.	.
Oahu_Kahe_K3	2007051506	1.0	.	.
Oahu_Kahe_K4	2007051506	1.0	.	.
Oahu_Kahe_K5	2007051506	1.0	.	.
Oahu_Kahe_K6	2007051506	1.0	.	.
Oahu_AES_GEN1	2007051506	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051506	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051506	1.0	.	.
Oahu_Waiau_W7_W8	2007051506	1.0	.	.
Oahu_Waiau_W7_W8	2007051506	1.0	.	.
Oahu_HPower_GEN1	2007051507	1.0	.	.
Oahu_Kahe_K1	2007051507	1.0	.	.
Oahu_Kahe_K2	2007051507	1.0	.	.
Oahu_Kahe_K3	2007051507	1.0	.	.
Oahu_Kahe_K4	2007051507	1.0	.	.
Oahu_Kahe_K5	2007051507	1.0	.	.
Oahu_Kahe_K6	2007051507	1.0	.	.
Oahu_AES_GEN1	2007051507	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051507	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051507	1.0	.	.
Oahu_Waiau_W7_W8	2007051507	1.0	.	.
Oahu_Waiau_W7_W8	2007051507	1.0	.	.
Oahu_HPower_GEN1	2007051508	1.0	.	.
Oahu_Kahe_K1	2007051508	1.0	.	.
Oahu_Kahe_K2	2007051508	1.0	.	.
Oahu_Kahe_K3	2007051508	1.0	.	.
Oahu_Kahe_K4	2007051508	1.0	.	.
Oahu_Kahe_K5	2007051508	1.0	.	.
Oahu_Kahe_K6	2007051508	1.0	.	.
Oahu_AES_GEN1	2007051508	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051508	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051508	1.0	.	.
Oahu_Waiau_W7_W8	2007051508	1.0	.	.
Oahu_Waiau_W7_W8	2007051508	1.0	.	.
Oahu_HPower_GEN1	2007051509	1.0	.	.
Oahu_Kahe_K1	2007051509	1.0	.	.
Oahu_Kahe_K2	2007051509	1.0	.	.
Oahu_Kahe_K3	2007051509	1.0	.	.
Oahu_Kahe_K4	2007051509	1.0	.	.
Oahu_Kahe_K5	2007051509	1.0	.	.
Oahu_Kahe_K6	2007051509	1.0	.	.
Oahu_AES_GEN1	2007051509	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051509	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051509	1.0	.	.
Oahu_Waiau_W7_W8	2007051509	1.0	.	.
Oahu_Waiau_W7_W8	2007051509	1.0	.	.
Oahu_HPower_GEN1	2007051510	1.0	.	.
Oahu_Kahe_K1	2007051510	1.0	.	.
Oahu_Kahe_K2	2007051510	1.0	.	.
Oahu_Kahe_K3	2007051510	1.0	.	.
Oahu_Kahe_K4	2007051510	1.0	.	.
Oahu_Kahe_K5	2007051510	1.0	.	.
Oahu_Kahe_K6	2007051510	1.0	.	.
Oahu_AES_GEN1	2007051510	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051510	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051510	1.0	.	.
Oahu_Waiau_W7_W8	2007051510	1.0	.	.
Oahu_Waiau_W7_W8	2007051510	1.0	.	.
Oahu_HPower_GEN1	2007051511	1.0	.	.
Oahu_Kahe_K1	2007051511	1.0	.	.
Oahu_Kahe_K2	2007051511	1.0	.	.
Oahu_Kahe_K3	2007051511	1.0	.	.
Oahu_Kahe_K4	2007051511	1.0	.	.
Oahu_Kahe_K5	2007051511	1.0	.	.
Oahu_Kahe_K6	2007051511	1.0	.	.
Oahu_AES_GEN1	2007051511	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051511	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051511	1.0	.	.
Oahu_Waiau_W7_W8	2007051511	1.0	.	.
Oahu_Waiau_W7_W8	2007051511	1.0	.	.
Oahu_HPower_GEN1	2007051512	1.0	.	.
Oahu_Kahe_K1	2007051512	1.0	.	.
Oahu_Kahe_K2	2007051512	1.0	.	.
Oahu_Kahe_K3	2007051512	1.0	.	.
Oahu_Kahe_K4	2007051512	1.0	.	.
Oahu_Kahe_K5	2007051512	1.0	.	.
Oahu_Kahe_K6	2007051512	1.0	.	.
Oahu_AES_GEN1	2007051512	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051512	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051512	1.0	.	.
Oahu_Waiau_W7_W8	2007051512	1.0	.	.
Oahu_Waiau_W7_W8	2007051512	1.0	.	.
Oahu_HPower_GEN1	2007051513	1.0	.	.
Oahu_Kahe_K1	2007051513	1.0	.	.
Oahu_Kahe_K2	2007051513	1.0	.	.
Oahu_Kahe_K3	2007051513	1.0	.	.
Oahu_Kahe_K4	2007051513	1.0	.	.
Oahu_Kahe_K5	2007051513	1.0	.	.
Oahu_Kahe_K6	2007051513	1.0	.	.
Oahu_AES_GEN1	2007051513	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051513	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051513	1.0	.	.
Oahu_Waiau_W7_W8	2007051513	1.0	.	.
Oahu_Waiau_W7_W8	2007051513	1.0	.	.
Oahu_HPower_GEN1	2007051514	1.0	.	.
Oahu_Kahe_K1	2007051514	1.0	.	.
Oahu_Kahe_K2	2007051514	1.0	.	.
Oahu_Kahe_K3	2007051514	1.0	.	.
Oahu_Kahe_K4	2007051514	1.0	.	.
Oahu_Kahe_K5	2007051514	1.0	.	.
Oahu_Kahe_K6	2007051514	1.0	.	.
Oahu_AES_GEN1	2007051514	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051514	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051514	1.0	.	.
Oahu_Waiau_W7_W8	2007051514	1.0	.	.
Oahu_Waiau_W7_W8	2007051514	1.0	.	.
Oahu_HPower_GEN1	2007051515	1.0	.	.
Oahu_Kahe_K1	2007051515	1.0	.	.
Oahu_Kahe_K2	2007051515	1.0	.	.
Oahu_Kahe_K3	2007051515	1.0	.	.
Oahu_Kahe_K4	2007051515	1.0	.	.
Oahu_Kahe_K5	2007051515	1.0	.	.
Oahu_Kahe_K6	2007051515	1.0	.	.
Oahu_AES_GEN1	2007051515	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051515	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051515	1.0	.	.
Oahu_Waiau_W7_W8	2007051515	1.0	.	.
Oahu_Waiau_W7_W8	2007051515	1.0	.	.
Oahu_HPower_GEN1	2007051516	1.0	.	.
Oahu_Kahe_K1	2007051516	1.0	.	.
Oahu_Kahe_K2	2007051516	1.0	.	.
Oahu_Kahe_K3	2007051516	1.0	.	.
Oahu_Kahe_K4	2007051516	1.0	.	.
Oahu_Kahe_K5	2007051516	1.0	.	.
Oahu_Kahe_K6	2007051516	1.0	.	.
Oahu_AES_GEN1	2007051516	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051516	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051516	1.0	.	.
Oahu_Waiau_W7_W8	2007051516	1.0	.	.
Oahu_Waiau_W7_W8	2007051516	1.0	.	.
Oahu_HPower_GEN1	2007051517	1.0	.	.
Oahu_Kahe_K1	2007051517	1.0	.	.
Oahu_Kahe_K2	2007051517	1.0	.	.
Oahu_Kahe_K3	2007051517	1.0	.	.
Oahu_Kahe_K4	2007051517	1.0	.	.
Oahu_Kahe_K5	2007051517	1.0	.	.
Oahu_Kahe_K6	2007051517	1.0	.	.
Oahu_AES_GEN1	2007051517	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051517	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051517	1.0	.	.
Oahu_Waiau_W7_W8	2007051517	1.0	.	.
Oahu_Waiau_W7_W8	2007051517	1.0	.	.
Oahu_HPower_GEN1	2007051518	1.0	.	.
Oahu_Kahe_K1	2007051518	1.0	.	.
Oahu_Kahe_K2	2007051518	1.0	.	.
Oahu_Kahe_K3	2007051518	1.0	.	.
Oahu_Kahe_K4	2007051518	1.0	.	.
Oahu_Kahe_K5	2007051518	1.0	.	.
Oahu_Kahe_K6	2007051518	1.0	.	.
Oahu_AES_GEN1	2007051518	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051518	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051518	1.0	.	.
Oahu_Waiau_W7_W8	2007051518	1.0	.	.
Oahu_Waiau_W7_W8	2007051518	1.0	.	.
Oahu_HPower_GEN1	2007051519	1.0	.	.
Oahu_Kahe_K1	2007051519	1.0	.	.
Oahu_Kahe_K2	2007051519	1.0	.	.
Oahu_Kahe_K3	2007051519	1.0	.	.
Oahu_Kahe_K4	2007051519	1.0	.	.
Oahu_Kahe_K5	2007051519	1.0	.	.
Oahu_Kahe_K6	2007051519	1.0	.	.
Oahu_AES_GEN1	2007051519	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051519	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051519	1.0	.	.
Oahu_Waiau_W7_W8	2007051519	1.0	.	.
Oahu_Waiau_W7_W8	2007051519	1.0	.	.
Oahu_HPower_GEN1	2007051520	1.0	.	.
Oahu_Kahe_K1	2007051520	1.0	.	.
Oahu_Kahe_K2	2007051520	1.0	.	.
Oahu_Kahe_K3	2007051520	1.0	.	.
Oahu_Kahe_K4	2007051520	1.0	.	.
Oahu_Kahe_K5	2007051520	1.0	.	.
Oahu_Kahe_K6	2007051520	1.0	.	.
Oahu_AES_GEN1	2007051520	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051520	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051520	1.0	.	.
Oahu_Waiau_W7_W8	2007051520	1.0	.	.
Oahu_Waiau_W7_W8	2007051520	1.0	.	.
Oahu_HPower_GEN1	2007051521	1.0	.	.
Oahu_Kahe_K1	2007051521	1.0	.	.
Oahu_Kahe_K2	2007051521	1.0	.	.
Oahu_Kahe_K3	2007051521	1.0	.	.
Oahu_Kahe_K4	2007051521	1.0	.	.
Oahu_Kahe_K5	2007051521	1.0	.	.
Oahu_Kahe_K6	2007051521	1.0	.	.
Oahu_AES_GEN1	2007051521	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051521	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051521	1.0	.	.
Oahu_Waiau_W7_W8	2007051521	1.0	.	.
Oahu_Waiau_W7_W8	2007051521	1.0	.	.
Oahu_HPower_GEN1	2007051522	1.0	.	.
Oahu_Kahe_K1	2007051522	1.0	.	.
Oahu_Kahe_K2	2007051522	1.0	.	.
Oahu_Kahe_K3	2007051522	1.0	.	.
Oahu_Kahe_K4	2007051522	1.0	.	.
Oahu_Kahe_K5	2007051522	1.0	.	.
Oahu_Kahe_K6	2007051522	1.0	.	.
Oahu_AES_GEN1	2007051522	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051522	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051522	1.0	.	.
Oahu_Waiau_W7_W8	2007051522	1.0	.	.
Oahu_Waiau_W7_W8	2007051522	1.0	.	.
Oahu_HPower_GEN1	2007051523	1.0	.	.
Oahu_Kahe_K1	2007051523	1.0	.	.
Oahu_Kahe_K2	2007051523	1.0	.	.
Oahu_Kahe_K3	2007051523	1.0	.	.
Oahu_Kahe_K4	2007051523	1.0	.	.
Oahu_Kahe_K5	2007051523	1.0	.	.
Oahu_Kahe_K6	2007051523	1.0	.	.
Oahu_AES_GEN1	2007051523	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051523	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007051523	1.0	.	.
Oahu_Waiau_W7_W8	2007051523	1.0	.	.
Oahu_Waiau_W7_W8	2007051523	1.0	.	.
Oahu_HPower_GEN1	2007061500	1.0	.	.
Oahu_Kahe_K1	2007061500	1.0	.	.
Oahu_Kahe_K2	2007061500	1.0	.	.
Oahu_Kahe_K3	2007061500	1.0	.	.
Oahu_Kahe_K4	2007061500	1.0	.	.
Oahu_Kahe_K5	2007061500	1.0	.	.
Oahu_Kahe_K6	2007061500	1.0	.	.
Oahu_AES_GEN1	2007061500	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007061500	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007061500	1.0	.	.
Oahu_Waiau_W7_W8	2007061500	1.0	.	.
Oahu_Waiau_W7_W8	2007061500	1.0	.	.
Oahu_HPower_GEN1	2007061501	1.0	.	.
Oahu_Kahe_K1	2007061501	1.0	.	.
Oahu_Kahe_K2	2007061501	1.0	.	.
Oahu_Kahe_K3	2007061501	1.0	.	.
Oahu_Kahe_K4	2007061501	1.0	.	.
Oahu_Kahe_K5	2007061501	1.0	.	.
Oahu_Kahe_K6	2007061501	1.0	.	.
Oahu_AES_GEN1	2007061501	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007061501	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007061501	1.0	.	.
Oahu_Waiau_W7_W8	2007061501	1.0	.	.
Oahu_Waiau_W7_W8	2007061501	1.0	.	.
Oahu_HPower_GEN1	2007061502	1.0	.	.
Oahu_Kahe_K1	2007061502	1.0	.	.
Oahu_Kahe_K2	2007061502	1.0	.	.
Oahu_Kahe_K3	2007061502	1.0	.	.
Oahu_Kahe_K4	2007061502	1.0	.	.
Oahu_Kahe_K5	2007061502	1.0	.	.
Oahu_Kahe_K6	2007061502	1.0	.	.
Oahu_AES_GEN1	2007061502	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007061502	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007061502	1.0	.	.
Oahu_Waiau_W7_W8	2007061502	1.0	.	.
Oahu_Waiau_W7_W8	2007061502	1.0	.	.
Oahu_HPower_GEN1	2007061503	1.0	.	.
Oahu_Kahe_K1	2007061503	1.0	.	.
Oahu_Kahe_K2	2007061503	1.0	.	.
Oahu_Kahe_K3	2007061503	1.0	.	.
Oahu_Kahe_K4	2007061503	1.0	.	.
Oahu_Kahe_K5	2007061503	1.0	.	.
Oahu_Kahe_K6	2007061503	1.0	.	.
Oahu_AES_GEN1	2007061503	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007061503	1.0	.	.
Oahu_Kalaeloa_CC1_CC2	2007061503	1.0	.	.
Oahu_Waiau_W7_W8	2007061503	1.0	.	.
Oahu_Waiau_W7_W8	2007061503	1.0	.	.
Oahu_HPower_GEN1	2007061504	1.0	.	.
Oahu_Kahe_K1	2007061504	1.0	.	.
Oahu_Kahe_K2	2007061504	1.0	.	.
