TIMESERIES	ts_period	ts_duration_of_tp	ts_num_tps	ts_scale_to_period
20070115	2045	1.0	24	31.0
20070215	2045	1.0	24	28.0
20070315	2045	1.0	24	31.0
20070415	2045	1.0	24	30.0
20070515	2045	1.0	24	31.0
20070615	2045	1.0	24	30.0
20070715	2045	1.0	24	31.0
20070815	2045	1.0	24	31.0
20070915	2045	1.0	24	30.0
20071015	2045	1.0	24	31.0
20071115	2045	1.0	24	30.0
20071215	2045	1.0	24	31.0
