load_zone	fuel	period	fuel_cost
Oahu	Biodiesel	2045	44.2957393562
Oahu	Coal	2045	3.512239375
Oahu	Diesel	2045	32.6360459115
Oahu	LNG	2045	16.7288270362
Oahu	LSFO	2045	26.7837523924
Oahu	LSFO-Diesel-Blend	2045	29.1246698
Oahu	Pellet-Biomass	2045	13.658125
