load_zone	fuel	period	fuel_cost
Oahu	Biodiesel	2021	29.8244306062
Oahu	Biodiesel	2037	39.1539806062
Oahu	Coal	2021	2.848244375
Oahu	Coal	2037	3.289506875
Oahu	Diesel	2021	18.1647371615
Oahu	Diesel	2037	27.4942871615
Oahu	LNG	2021	13.1461957862
Oahu	LNG	2037	14.9007395362
Oahu	LSFO	2021	14.3611623924
Oahu	LSFO	2037	21.8311061424
Oahu	LSFO-Diesel-Blend	2021	15.8825923
Oahu	LSFO-Diesel-Blend	2037	24.09637855
Oahu	Pellet-Biomass	2021	13.658125
Oahu	Pellet-Biomass	2037	13.658125
