PROJECT	TIMEPOINT	proj_min_commit_fraction	proj_max_commit_fraction
AES	2020062505	1.0	1.0
AES	2020062506	1.0	1.0
AES	2020062507	1.0	1.0
AES	2020062508	1.0	1.0
AES	2020062509	1.0	1.0
AES	2020062510	1.0	1.0
AES	2020062511	1.0	1.0
AES	2020062512	1.0	1.0
AES	2020062513	1.0	1.0
AES	2020062514	1.0	1.0
AES	2020062515	1.0	1.0
AES	2020062516	1.0	1.0
AES	2020062517	1.0	1.0
AES	2020062518	1.0	1.0
AES	2020062519	1.0	1.0
AES	2020062520	1.0	1.0
AES	2020062521	1.0	1.0
AES	2020062522	1.0	1.0
AES	2020062523	1.0	1.0
AES	2020062600	1.0	1.0
AES	2020062601	1.0	1.0
AES	2020062602	1.0	1.0
AES	2020062603	1.0	1.0
AES	2020062604	1.0	1.0
AES	2020062605	1.0	1.0
AES	2020062606	1.0	1.0
AES	2020062607	1.0	1.0
AES	2020062608	1.0	1.0
AES	2020062609	1.0	1.0
AES	2020062610	1.0	1.0
AES	2020062611	1.0	1.0
AES	2020062612	1.0	1.0
AES	2020062613	1.0	1.0
AES	2020062614	1.0	1.0
AES	2020062615	1.0	1.0
AES	2020062616	1.0	1.0
AES	2020062617	1.0	1.0
AES	2020062618	1.0	1.0
AES	2020062619	1.0	1.0
AES	2020062620	1.0	1.0
AES	2020062621	1.0	1.0
AES	2020062622	1.0	1.0
AES	2020062623	1.0	1.0
AES	2020062700	1.0	1.0
AES	2020062701	1.0	1.0
AES	2020062702	1.0	1.0
AES	2020062703	1.0	1.0
AES	2020062704	1.0	1.0
AES	2020062705	1.0	1.0
AES	2020062706	1.0	1.0
AES	2020062707	1.0	1.0
AES	2020062708	1.0	1.0
AES	2020062709	1.0	1.0
AES	2020062710	1.0	1.0
AES	2020062711	1.0	1.0
AES	2020062712	1.0	1.0
AES	2020062713	1.0	1.0
AES	2020062714	1.0	1.0
AES	2020062715	1.0	1.0
AES	2020062716	1.0	1.0
AES	2020062717	1.0	1.0
AES	2020062718	1.0	1.0
AES	2020062719	1.0	1.0
AES	2020062720	1.0	1.0
AES	2020062721	1.0	1.0
AES	2020062722	1.0	1.0
AES	2020062723	1.0	1.0
AES	2020062800	1.0	1.0
AES	2020062801	1.0	1.0
AES	2020062802	1.0	1.0
AES	2020062803	1.0	1.0
AES	2020062804	1.0	1.0
AES	2020062805	1.0	1.0
AES	2020062806	1.0	1.0
AES	2020062807	1.0	1.0
AES	2020062808	1.0	1.0
AES	2020062809	1.0	1.0
AES	2020062810	1.0	1.0
AES	2020062811	1.0	1.0
AES	2020062812	1.0	1.0
AES	2020062813	1.0	1.0
AES	2020062814	1.0	1.0
AES	2020062815	1.0	1.0
AES	2020062816	1.0	1.0
AES	2020062817	1.0	1.0
AES	2020062818	1.0	1.0
AES	2020062819	1.0	1.0
AES	2020062820	1.0	1.0
AES	2020062821	1.0	1.0
AES	2020062822	1.0	1.0
AES	2020062823	1.0	1.0
H-Power	2020062200	1.0	1.0
H-Power	2020062201	1.0	1.0
H-Power	2020062202	1.0	1.0
H-Power	2020062203	1.0	1.0
H-Power	2020062204	1.0	1.0
H-Power	2020062205	1.0	1.0
H-Power	2020062206	1.0	1.0
H-Power	2020062207	1.0	1.0
H-Power	2020062208	1.0	1.0
H-Power	2020062209	1.0	1.0
H-Power	2020062210	1.0	1.0
H-Power	2020062211	1.0	1.0
H-Power	2020062212	1.0	1.0
H-Power	2020062213	1.0	1.0
H-Power	2020062214	1.0	1.0
H-Power	2020062215	1.0	1.0
H-Power	2020062216	1.0	1.0
H-Power	2020062217	1.0	1.0
H-Power	2020062218	1.0	1.0
H-Power	2020062219	1.0	1.0
H-Power	2020062220	1.0	1.0
H-Power	2020062221	1.0	1.0
H-Power	2020062222	1.0	1.0
H-Power	2020062223	1.0	1.0
H-Power	2020062300	1.0	1.0
H-Power	2020062301	1.0	1.0
H-Power	2020062302	1.0	1.0
H-Power	2020062303	1.0	1.0
H-Power	2020062304	1.0	1.0
H-Power	2020062305	1.0	1.0
H-Power	2020062306	1.0	1.0
H-Power	2020062307	1.0	1.0
H-Power	2020062308	1.0	1.0
H-Power	2020062309	1.0	1.0
H-Power	2020062310	1.0	1.0
H-Power	2020062311	1.0	1.0
H-Power	2020062312	1.0	1.0
H-Power	2020062313	1.0	1.0
H-Power	2020062314	1.0	1.0
H-Power	2020062315	1.0	1.0
H-Power	2020062316	1.0	1.0
H-Power	2020062317	1.0	1.0
H-Power	2020062318	1.0	1.0
H-Power	2020062319	1.0	1.0
H-Power	2020062320	1.0	1.0
H-Power	2020062321	1.0	1.0
H-Power	2020062322	1.0	1.0
H-Power	2020062323	1.0	1.0
H-Power	2020062400	1.0	1.0
H-Power	2020062401	1.0	1.0
H-Power	2020062402	1.0	1.0
H-Power	2020062403	1.0	1.0
H-Power	2020062404	1.0	1.0
H-Power	2020062405	1.0	1.0
H-Power	2020062406	1.0	1.0
H-Power	2020062407	1.0	1.0
H-Power	2020062408	1.0	1.0
H-Power	2020062409	1.0	1.0
H-Power	2020062410	1.0	1.0
H-Power	2020062411	1.0	1.0
H-Power	2020062412	1.0	1.0
H-Power	2020062413	1.0	1.0
H-Power	2020062414	1.0	1.0
H-Power	2020062415	1.0	1.0
H-Power	2020062416	1.0	1.0
H-Power	2020062417	1.0	1.0
H-Power	2020062418	1.0	1.0
H-Power	2020062419	1.0	1.0
H-Power	2020062420	1.0	1.0
H-Power	2020062421	1.0	1.0
H-Power	2020062422	1.0	1.0
H-Power	2020062423	1.0	1.0
H-Power	2020062500	1.0	1.0
H-Power	2020062501	1.0	1.0
H-Power	2020062502	1.0	1.0
H-Power	2020062503	1.0	1.0
H-Power	2020062504	1.0	1.0
H-Power	2020062505	1.0	1.0
H-Power	2020062506	1.0	1.0
H-Power	2020062507	1.0	1.0
H-Power	2020062508	1.0	1.0
H-Power	2020062509	1.0	1.0
H-Power	2020062510	1.0	1.0
H-Power	2020062511	1.0	1.0
H-Power	2020062512	1.0	1.0
H-Power	2020062513	1.0	1.0
H-Power	2020062514	1.0	1.0
H-Power	2020062515	1.0	1.0
H-Power	2020062516	1.0	1.0
H-Power	2020062517	1.0	1.0
H-Power	2020062518	1.0	1.0
H-Power	2020062519	1.0	1.0
H-Power	2020062520	1.0	1.0
H-Power	2020062521	1.0	1.0
H-Power	2020062522	1.0	1.0
H-Power	2020062523	1.0	1.0
H-Power	2020062600	1.0	1.0
H-Power	2020062601	1.0	1.0
H-Power	2020062602	1.0	1.0
H-Power	2020062603	1.0	1.0
H-Power	2020062604	1.0	1.0
H-Power	2020062605	1.0	1.0
H-Power	2020062606	1.0	1.0
H-Power	2020062607	1.0	1.0
H-Power	2020062608	1.0	1.0
H-Power	2020062609	1.0	1.0
H-Power	2020062610	1.0	1.0
H-Power	2020062611	1.0	1.0
H-Power	2020062612	1.0	1.0
H-Power	2020062613	1.0	1.0
H-Power	2020062614	1.0	1.0
H-Power	2020062615	1.0	1.0
H-Power	2020062616	1.0	1.0
H-Power	2020062617	1.0	1.0
H-Power	2020062618	1.0	1.0
H-Power	2020062619	1.0	1.0
H-Power	2020062620	1.0	1.0
H-Power	2020062621	1.0	1.0
H-Power	2020062622	1.0	1.0
H-Power	2020062623	1.0	1.0
H-Power	2020062700	1.0	1.0
H-Power	2020062701	1.0	1.0
H-Power	2020062702	1.0	1.0
H-Power	2020062703	1.0	1.0
H-Power	2020062704	1.0	1.0
H-Power	2020062705	1.0	1.0
H-Power	2020062706	1.0	1.0
H-Power	2020062707	1.0	1.0
H-Power	2020062708	1.0	1.0
H-Power	2020062709	1.0	1.0
H-Power	2020062710	1.0	1.0
H-Power	2020062711	1.0	1.0
H-Power	2020062712	1.0	1.0
H-Power	2020062713	1.0	1.0
H-Power	2020062714	1.0	1.0
H-Power	2020062715	1.0	1.0
H-Power	2020062716	1.0	1.0
H-Power	2020062717	1.0	1.0
H-Power	2020062718	1.0	1.0
H-Power	2020062719	1.0	1.0
H-Power	2020062720	1.0	1.0
H-Power	2020062721	1.0	1.0
H-Power	2020062722	1.0	1.0
H-Power	2020062723	1.0	1.0
H-Power	2020062800	1.0	1.0
H-Power	2020062801	1.0	1.0
H-Power	2020062802	1.0	1.0
H-Power	2020062803	1.0	1.0
H-Power	2020062804	1.0	1.0
H-Power	2020062805	1.0	1.0
H-Power	2020062806	1.0	1.0
H-Power	2020062807	1.0	1.0
H-Power	2020062808	1.0	1.0
H-Power	2020062809	1.0	1.0
H-Power	2020062810	1.0	1.0
H-Power	2020062811	1.0	1.0
H-Power	2020062812	1.0	1.0
H-Power	2020062813	1.0	1.0
H-Power	2020062814	1.0	1.0
H-Power	2020062815	1.0	1.0
H-Power	2020062816	1.0	1.0
H-Power	2020062817	1.0	1.0
H-Power	2020062818	1.0	1.0
H-Power	2020062819	1.0	1.0
H-Power	2020062820	1.0	1.0
H-Power	2020062821	1.0	1.0
H-Power	2020062822	1.0	1.0
H-Power	2020062823	1.0	1.0
Honua	2020062200	1.0	1.0
Honua	2020062201	1.0	1.0
Honua	2020062202	1.0	1.0
Honua	2020062203	1.0	1.0
Honua	2020062204	1.0	1.0
Honua	2020062205	1.0	1.0
Honua	2020062206	1.0	1.0
Honua	2020062207	1.0	1.0
Honua	2020062208	1.0	1.0
Honua	2020062209	1.0	1.0
Honua	2020062210	1.0	1.0
Honua	2020062211	1.0	1.0
Honua	2020062212	1.0	1.0
Honua	2020062213	1.0	1.0
Honua	2020062214	1.0	1.0
Honua	2020062215	1.0	1.0
Honua	2020062216	1.0	1.0
Honua	2020062217	1.0	1.0
Honua	2020062218	1.0	1.0
Honua	2020062219	1.0	1.0
Honua	2020062220	1.0	1.0
Honua	2020062221	1.0	1.0
Honua	2020062222	1.0	1.0
Honua	2020062223	1.0	1.0
Honua	2020062300	1.0	1.0
Honua	2020062301	1.0	1.0
Honua	2020062302	1.0	1.0
Honua	2020062303	1.0	1.0
Honua	2020062304	1.0	1.0
Honua	2020062305	1.0	1.0
Honua	2020062306	1.0	1.0
Honua	2020062307	1.0	1.0
Honua	2020062308	1.0	1.0
Honua	2020062309	1.0	1.0
Honua	2020062310	1.0	1.0
Honua	2020062311	1.0	1.0
Honua	2020062312	1.0	1.0
Honua	2020062313	1.0	1.0
Honua	2020062314	1.0	1.0
Honua	2020062315	1.0	1.0
Honua	2020062316	1.0	1.0
Honua	2020062317	1.0	1.0
Honua	2020062318	1.0	1.0
Honua	2020062319	1.0	1.0
Honua	2020062320	1.0	1.0
Honua	2020062321	1.0	1.0
Honua	2020062322	1.0	1.0
Honua	2020062323	1.0	1.0
Honua	2020062400	1.0	1.0
Honua	2020062401	1.0	1.0
Honua	2020062402	1.0	1.0
Honua	2020062403	1.0	1.0
Honua	2020062404	1.0	1.0
Honua	2020062405	1.0	1.0
Honua	2020062406	1.0	1.0
Honua	2020062407	1.0	1.0
Honua	2020062408	1.0	1.0
Honua	2020062409	1.0	1.0
Honua	2020062410	1.0	1.0
Honua	2020062411	1.0	1.0
Honua	2020062412	1.0	1.0
Honua	2020062413	1.0	1.0
Honua	2020062414	1.0	1.0
Honua	2020062415	1.0	1.0
Honua	2020062416	1.0	1.0
Honua	2020062417	1.0	1.0
Honua	2020062418	1.0	1.0
Honua	2020062419	1.0	1.0
Honua	2020062420	1.0	1.0
Honua	2020062421	1.0	1.0
Honua	2020062422	1.0	1.0
Honua	2020062423	1.0	1.0
Honua	2020062500	1.0	1.0
Honua	2020062501	1.0	1.0
Honua	2020062502	1.0	1.0
Honua	2020062503	1.0	1.0
Honua	2020062504	1.0	1.0
Honua	2020062505	1.0	1.0
Honua	2020062506	1.0	1.0
Honua	2020062507	1.0	1.0
Honua	2020062508	1.0	1.0
Honua	2020062509	1.0	1.0
Honua	2020062510	1.0	1.0
Honua	2020062511	1.0	1.0
Honua	2020062512	1.0	1.0
Honua	2020062513	1.0	1.0
Honua	2020062514	1.0	1.0
Honua	2020062515	1.0	1.0
Honua	2020062516	1.0	1.0
Honua	2020062517	1.0	1.0
Honua	2020062518	1.0	1.0
Honua	2020062519	1.0	1.0
Honua	2020062520	1.0	1.0
Honua	2020062521	1.0	1.0
Honua	2020062522	1.0	1.0
Honua	2020062523	1.0	1.0
Honua	2020062600	1.0	1.0
Honua	2020062601	1.0	1.0
Honua	2020062602	1.0	1.0
Honua	2020062603	1.0	1.0
Honua	2020062604	1.0	1.0
Honua	2020062605	1.0	1.0
Honua	2020062606	1.0	1.0
Honua	2020062607	1.0	1.0
Honua	2020062608	1.0	1.0
Honua	2020062609	1.0	1.0
Honua	2020062610	1.0	1.0
Honua	2020062611	1.0	1.0
Honua	2020062612	1.0	1.0
Honua	2020062613	1.0	1.0
Honua	2020062614	1.0	1.0
Honua	2020062615	1.0	1.0
Honua	2020062616	1.0	1.0
Honua	2020062617	1.0	1.0
Honua	2020062618	1.0	1.0
Honua	2020062619	1.0	1.0
Honua	2020062620	1.0	1.0
Honua	2020062621	1.0	1.0
Honua	2020062622	1.0	1.0
Honua	2020062623	1.0	1.0
Honua	2020062700	1.0	1.0
Honua	2020062701	1.0	1.0
Honua	2020062702	1.0	1.0
Honua	2020062703	1.0	1.0
Honua	2020062704	1.0	1.0
Honua	2020062705	1.0	1.0
Honua	2020062706	1.0	1.0
Honua	2020062707	1.0	1.0
Honua	2020062708	1.0	1.0
Honua	2020062709	1.0	1.0
Honua	2020062710	1.0	1.0
Honua	2020062711	1.0	1.0
Honua	2020062712	1.0	1.0
Honua	2020062713	1.0	1.0
Honua	2020062714	1.0	1.0
Honua	2020062715	1.0	1.0
Honua	2020062716	1.0	1.0
Honua	2020062717	1.0	1.0
Honua	2020062718	1.0	1.0
Honua	2020062719	1.0	1.0
Honua	2020062720	1.0	1.0
Honua	2020062721	1.0	1.0
Honua	2020062722	1.0	1.0
Honua	2020062723	1.0	1.0
Honua	2020062800	1.0	1.0
Honua	2020062801	1.0	1.0
Honua	2020062802	1.0	1.0
Honua	2020062803	1.0	1.0
Honua	2020062804	1.0	1.0
Honua	2020062805	1.0	1.0
Honua	2020062806	1.0	1.0
Honua	2020062807	1.0	1.0
Honua	2020062808	1.0	1.0
Honua	2020062809	1.0	1.0
Honua	2020062810	1.0	1.0
Honua	2020062811	1.0	1.0
Honua	2020062812	1.0	1.0
Honua	2020062813	1.0	1.0
Honua	2020062814	1.0	1.0
Honua	2020062815	1.0	1.0
Honua	2020062816	1.0	1.0
Honua	2020062817	1.0	1.0
Honua	2020062818	1.0	1.0
Honua	2020062819	1.0	1.0
Honua	2020062820	1.0	1.0
Honua	2020062821	1.0	1.0
Honua	2020062822	1.0	1.0
Honua	2020062823	1.0	1.0
Kahe_3	2020062200	1.0	1.0
Kahe_3	2020062201	1.0	1.0
Kahe_3	2020062202	1.0	1.0
Kahe_3	2020062203	1.0	1.0
Kahe_3	2020062204	1.0	1.0
Kahe_3	2020062205	1.0	1.0
Kahe_3	2020062206	1.0	1.0
Kahe_3	2020062207	1.0	1.0
Kahe_3	2020062208	1.0	1.0
Kahe_3	2020062209	1.0	1.0
Kahe_3	2020062210	1.0	1.0
Kahe_3	2020062211	1.0	1.0
Kahe_3	2020062212	1.0	1.0
Kahe_3	2020062213	1.0	1.0
Kahe_3	2020062214	1.0	1.0
Kahe_3	2020062215	1.0	1.0
Kahe_3	2020062216	1.0	1.0
Kahe_3	2020062217	1.0	1.0
Kahe_3	2020062218	1.0	1.0
Kahe_3	2020062219	1.0	1.0
Kahe_3	2020062220	1.0	1.0
Kahe_3	2020062221	1.0	1.0
Kahe_3	2020062222	1.0	1.0
Kahe_3	2020062223	1.0	1.0
Kahe_3	2020062300	1.0	1.0
Kahe_3	2020062301	1.0	1.0
Kahe_3	2020062302	1.0	1.0
Kahe_3	2020062303	1.0	1.0
Kahe_3	2020062304	1.0	1.0
Kahe_3	2020062305	1.0	1.0
Kahe_3	2020062306	1.0	1.0
Kahe_3	2020062307	1.0	1.0
Kahe_3	2020062308	1.0	1.0
Kahe_3	2020062309	1.0	1.0
Kahe_3	2020062310	1.0	1.0
Kahe_3	2020062311	1.0	1.0
Kahe_3	2020062312	1.0	1.0
Kahe_3	2020062313	1.0	1.0
Kahe_3	2020062314	1.0	1.0
Kahe_3	2020062315	1.0	1.0
Kahe_3	2020062316	1.0	1.0
Kahe_3	2020062317	1.0	1.0
Kahe_3	2020062318	1.0	1.0
Kahe_3	2020062319	1.0	1.0
Kahe_3	2020062320	1.0	1.0
Kahe_3	2020062321	1.0	1.0
Kahe_3	2020062322	1.0	1.0
Kahe_3	2020062323	1.0	1.0
Kahe_3	2020062400	1.0	1.0
Kahe_3	2020062401	1.0	1.0
Kahe_3	2020062402	1.0	1.0
Kahe_3	2020062403	1.0	1.0
Kahe_3	2020062404	1.0	1.0
Kahe_3	2020062405	1.0	1.0
Kahe_3	2020062406	1.0	1.0
Kahe_3	2020062407	1.0	1.0
Kahe_3	2020062408	1.0	1.0
Kahe_3	2020062409	1.0	1.0
Kahe_3	2020062410	1.0	1.0
Kahe_3	2020062411	1.0	1.0
Kahe_3	2020062412	1.0	1.0
Kahe_3	2020062413	1.0	1.0
Kahe_3	2020062414	1.0	1.0
Kahe_3	2020062415	1.0	1.0
Kahe_3	2020062416	1.0	1.0
Kahe_3	2020062417	1.0	1.0
Kahe_3	2020062418	1.0	1.0
Kahe_3	2020062419	1.0	1.0
Kahe_3	2020062420	1.0	1.0
Kahe_3	2020062421	1.0	1.0
Kahe_3	2020062422	1.0	1.0
Kahe_3	2020062423	1.0	1.0
Kahe_3	2020062500	1.0	1.0
Kahe_3	2020062501	1.0	1.0
Kahe_3	2020062502	1.0	1.0
Kahe_3	2020062503	1.0	1.0
Kahe_3	2020062504	1.0	1.0
Kahe_3	2020062505	1.0	1.0
Kahe_3	2020062506	1.0	1.0
Kahe_3	2020062507	1.0	1.0
Kahe_3	2020062508	1.0	1.0
Kahe_3	2020062509	1.0	1.0
Kahe_3	2020062510	1.0	1.0
Kahe_3	2020062511	1.0	1.0
Kahe_3	2020062512	1.0	1.0
Kahe_3	2020062513	1.0	1.0
Kahe_3	2020062514	1.0	1.0
Kahe_3	2020062515	1.0	1.0
Kahe_3	2020062516	1.0	1.0
Kahe_3	2020062517	1.0	1.0
Kahe_3	2020062518	1.0	1.0
Kahe_3	2020062519	1.0	1.0
Kahe_3	2020062520	1.0	1.0
Kahe_3	2020062521	1.0	1.0
Kahe_3	2020062522	1.0	1.0
Kahe_3	2020062523	1.0	1.0
Kahe_3	2020062600	1.0	1.0
Kahe_3	2020062601	1.0	1.0
Kahe_3	2020062602	1.0	1.0
Kahe_3	2020062603	1.0	1.0
Kahe_3	2020062604	1.0	1.0
Kahe_3	2020062605	1.0	1.0
Kahe_3	2020062606	1.0	1.0
Kahe_3	2020062607	1.0	1.0
Kahe_3	2020062608	1.0	1.0
Kahe_3	2020062609	1.0	1.0
Kahe_3	2020062610	1.0	1.0
Kahe_3	2020062611	1.0	1.0
Kahe_3	2020062612	1.0	1.0
Kahe_3	2020062613	1.0	1.0
Kahe_3	2020062614	1.0	1.0
Kahe_3	2020062615	1.0	1.0
Kahe_3	2020062616	1.0	1.0
Kahe_3	2020062617	1.0	1.0
Kahe_3	2020062618	1.0	1.0
Kahe_3	2020062619	1.0	1.0
Kahe_3	2020062620	1.0	1.0
Kahe_3	2020062621	1.0	1.0
Kahe_3	2020062622	1.0	1.0
Kahe_3	2020062623	1.0	1.0
Kahe_3	2020062700	1.0	1.0
Kahe_3	2020062701	1.0	1.0
Kahe_3	2020062702	1.0	1.0
Kahe_3	2020062703	1.0	1.0
Kahe_3	2020062704	1.0	1.0
Kahe_3	2020062705	1.0	1.0
Kahe_3	2020062706	1.0	1.0
Kahe_3	2020062707	1.0	1.0
Kahe_3	2020062708	1.0	1.0
Kahe_3	2020062709	1.0	1.0
Kahe_3	2020062710	1.0	1.0
Kahe_3	2020062711	1.0	1.0
Kahe_3	2020062712	1.0	1.0
Kahe_3	2020062713	1.0	1.0
Kahe_3	2020062714	1.0	1.0
Kahe_3	2020062715	1.0	1.0
Kahe_3	2020062716	1.0	1.0
Kahe_3	2020062717	1.0	1.0
Kahe_3	2020062718	1.0	1.0
Kahe_3	2020062719	1.0	1.0
Kahe_3	2020062720	1.0	1.0
Kahe_3	2020062721	1.0	1.0
Kahe_3	2020062722	1.0	1.0
Kahe_3	2020062723	1.0	1.0
Kahe_3	2020062800	1.0	1.0
Kahe_3	2020062801	1.0	1.0
Kahe_3	2020062802	1.0	1.0
Kahe_3	2020062803	1.0	1.0
Kahe_3	2020062804	1.0	1.0
Kahe_3	2020062805	1.0	1.0
Kahe_3	2020062806	1.0	1.0
Kahe_3	2020062807	1.0	1.0
Kahe_3	2020062808	1.0	1.0
Kahe_3	2020062809	1.0	1.0
Kahe_3	2020062810	1.0	1.0
Kahe_3	2020062811	1.0	1.0
Kahe_3	2020062812	1.0	1.0
Kahe_3	2020062813	1.0	1.0
Kahe_3	2020062814	1.0	1.0
Kahe_3	2020062815	1.0	1.0
Kahe_3	2020062816	1.0	1.0
Kahe_3	2020062817	1.0	1.0
Kahe_3	2020062818	1.0	1.0
Kahe_3	2020062819	1.0	1.0
Kahe_3	2020062820	1.0	1.0
Kahe_3	2020062821	1.0	1.0
Kahe_3	2020062822	1.0	1.0
Kahe_3	2020062823	1.0	1.0
Kahe_4	2020062200	1.0	1.0
Kahe_4	2020062201	1.0	1.0
Kahe_4	2020062202	1.0	1.0
Kahe_4	2020062203	1.0	1.0
Kahe_4	2020062204	1.0	1.0
Kahe_4	2020062205	1.0	1.0
Kahe_4	2020062206	1.0	1.0
Kahe_4	2020062207	1.0	1.0
Kahe_4	2020062208	1.0	1.0
Kahe_4	2020062209	1.0	1.0
Kahe_4	2020062210	1.0	1.0
Kahe_4	2020062211	1.0	1.0
Kahe_4	2020062212	1.0	1.0
Kahe_4	2020062213	1.0	1.0
Kahe_4	2020062214	1.0	1.0
Kahe_4	2020062215	1.0	1.0
Kahe_4	2020062216	1.0	1.0
Kahe_4	2020062217	1.0	1.0
Kahe_4	2020062218	1.0	1.0
Kahe_4	2020062219	1.0	1.0
Kahe_4	2020062220	1.0	1.0
Kahe_4	2020062221	1.0	1.0
Kahe_4	2020062222	1.0	1.0
Kahe_4	2020062223	1.0	1.0
Kahe_4	2020062300	1.0	1.0
Kahe_4	2020062301	1.0	1.0
Kahe_4	2020062302	1.0	1.0
Kahe_4	2020062303	1.0	1.0
Kahe_4	2020062304	1.0	1.0
Kahe_4	2020062305	1.0	1.0
Kahe_4	2020062306	1.0	1.0
Kahe_4	2020062307	1.0	1.0
Kahe_4	2020062308	1.0	1.0
Kahe_4	2020062309	1.0	1.0
Kahe_4	2020062310	1.0	1.0
Kahe_4	2020062311	1.0	1.0
Kahe_4	2020062312	1.0	1.0
Kahe_4	2020062313	1.0	1.0
Kahe_4	2020062314	1.0	1.0
Kahe_4	2020062315	1.0	1.0
Kahe_4	2020062316	1.0	1.0
Kahe_4	2020062317	1.0	1.0
Kahe_4	2020062318	1.0	1.0
Kahe_4	2020062319	1.0	1.0
Kahe_4	2020062320	1.0	1.0
Kahe_4	2020062321	1.0	1.0
Kahe_4	2020062322	1.0	1.0
Kahe_4	2020062323	1.0	1.0
Kahe_4	2020062400	1.0	1.0
Kahe_4	2020062401	1.0	1.0
Kahe_4	2020062402	1.0	1.0
Kahe_4	2020062403	1.0	1.0
Kahe_4	2020062404	1.0	1.0
Kahe_4	2020062405	1.0	1.0
Kahe_4	2020062406	1.0	1.0
Kahe_4	2020062407	1.0	1.0
Kahe_4	2020062408	1.0	1.0
Kahe_4	2020062409	1.0	1.0
Kahe_4	2020062410	1.0	1.0
Kahe_4	2020062411	1.0	1.0
Kahe_4	2020062412	1.0	1.0
Kahe_4	2020062413	1.0	1.0
Kahe_4	2020062414	1.0	1.0
Kahe_4	2020062415	1.0	1.0
Kahe_4	2020062416	1.0	1.0
Kahe_4	2020062417	1.0	1.0
Kahe_4	2020062418	1.0	1.0
Kahe_4	2020062419	1.0	1.0
Kahe_4	2020062420	1.0	1.0
Kahe_4	2020062421	1.0	1.0
Kahe_4	2020062422	1.0	1.0
Kahe_4	2020062423	1.0	1.0
Kahe_4	2020062500	1.0	1.0
Kahe_4	2020062501	1.0	1.0
Kahe_4	2020062502	1.0	1.0
Kahe_4	2020062503	1.0	1.0
Kahe_4	2020062504	1.0	1.0
Kahe_4	2020062505	1.0	1.0
Kahe_4	2020062506	1.0	1.0
Kahe_4	2020062507	1.0	1.0
Kahe_4	2020062508	1.0	1.0
Kahe_4	2020062509	1.0	1.0
Kahe_4	2020062510	1.0	1.0
Kahe_4	2020062511	1.0	1.0
Kahe_4	2020062512	1.0	1.0
Kahe_4	2020062513	1.0	1.0
Kahe_4	2020062514	1.0	1.0
Kahe_4	2020062515	1.0	1.0
Kahe_4	2020062516	1.0	1.0
Kahe_4	2020062517	1.0	1.0
Kahe_4	2020062518	1.0	1.0
Kahe_4	2020062519	1.0	1.0
Kahe_4	2020062520	1.0	1.0
Kahe_4	2020062521	1.0	1.0
Kahe_4	2020062522	1.0	1.0
Kahe_4	2020062523	1.0	1.0
Kahe_4	2020062600	1.0	1.0
Kahe_4	2020062601	1.0	1.0
Kahe_4	2020062602	1.0	1.0
