LOAD_ZONE	TIMEPOINT	renewable_forecast_mw	contingency_reserve_requirement_mw	regulating_reserve_requirement_mw
Oahu	2020062318	313.073326613	190.0	218.343735015
Oahu	2020062319	194.741859766	190.0	146.342801594
Oahu	2020062320	232.615	190.0	83.825
Oahu	2020062321	241.45	190.0	83.825
Oahu	2020062322	261.58	190.0	83.825
Oahu	2020062323	172.095	190.0	135.216343698
Oahu	2020062400	150.275	190.0	83.825
Oahu	2020062401	175.36	190.0	83.825
Oahu	2020062402	167.575	190.0	83.825
Oahu	2020062403	159.165	190.0	83.825
Oahu	2020062404	179.07	190.0	83.825
Oahu	2020062405	195.565	190.0	83.825
Oahu	2020062406	220.51049321	190.0	166.278840575
Oahu	2020062407	351.503584738	190.0	218.343735015
Oahu	2020062408	633.477391645	190.0	218.343735015
Oahu	2020062409	689.700415729	190.0	218.343735015
Oahu	2020062410	786.94614349	190.0	218.343735015
Oahu	2020062411	821.214538434	190.0	218.343735015
Oahu	2020062412	813.506659439	190.0	218.343735015
Oahu	2020062413	870.875834443	190.0	218.343735015
Oahu	2020062414	774.657924903	190.0	218.343735015
Oahu	2020062415	708.819397873	190.0	218.343735015
Oahu	2020062416	641.572620143	190.0	218.343735015
Oahu	2020062417	658.946034716	190.0	218.343735015
Oahu	2020062418	428.947136078	190.0	218.343735015
Oahu	2020062419	274.490561531	190.0	211.017616857
Oahu	2020062420	281.47	190.0	83.825
Oahu	2020062421	306.58	190.0	83.825
Oahu	2020062422	302.92	190.0	83.825
Oahu	2020062423	284.91	190.0	217.533445612
Oahu	2020062500	238.875	190.0	83.825
Oahu	2020062501	229.695	190.0	83.825
Oahu	2020062502	218.01	190.0	83.825
Oahu	2020062503	193.855	190.0	83.825
Oahu	2020062504	196.93	190.0	83.825
Oahu	2020062505	225.87	190.0	83.825
Oahu	2020062506	238.065965576	190.0	177.310035475
Oahu	2020062507	301.038792761	190.0	218.343735015
Oahu	2020062508	578.574226147	190.0	218.343735015
Oahu	2020062509	600.75327388	190.0	218.343735015
Oahu	2020062510	582.451148224	190.0	218.343735015
Oahu	2020062511	696.628632953	190.0	218.343735015
Oahu	2020062512	726.481733848	190.0	218.343735015
Oahu	2020062513	710.039101118	190.0	218.343735015
Oahu	2020062514	672.888403934	190.0	218.343735015
Oahu	2020062515	624.244517229	190.0	218.343735015
Oahu	2020062516	560.384989609	190.0	218.343735015
Oahu	2020062517	595.254075696	190.0	218.343735015
Oahu	2020062518	381.076497939	190.0	218.343735015
Oahu	2020062519	252.697808857	190.0	189.482888855
Oahu	2020062520	262.84	190.0	83.825
Oahu	2020062521	256.23	190.0	83.825
Oahu	2020062522	236.45	190.0	83.825
Oahu	2020062523	213.445	190.0	160.543780997
Oahu	2020062600	189.685	190.0	83.825
Oahu	2020062601	187.085	190.0	83.825
Oahu	2020062602	174.61	190.0	83.825
Oahu	2020062603	150.215	190.0	83.825
Oahu	2020062604	136.0	190.0	83.825
Oahu	2020062605	144.505	190.0	83.825
Oahu	2020062606	209.240690778	190.0	157.658898276
Oahu	2020062607	312.823855281	190.0	218.343735015
Oahu	2020062608	503.252641328	190.0	218.343735015
Oahu	2020062609	492.461447353	190.0	218.343735015
Oahu	2020062610	598.538597992	190.0	218.343735015
Oahu	2020062611	698.32978609	190.0	218.343735015
Oahu	2020062612	688.66630605	190.0	218.343735015
Oahu	2020062613	687.776788879	190.0	218.343735015
Oahu	2020062614	632.587667209	190.0	218.343735015
Oahu	2020062615	566.941372755	190.0	218.343735015
Oahu	2020062616	476.714529451	190.0	218.343735015
Oahu	2020062617	528.504614211	190.0	218.343735015
Oahu	2020062618	436.07293664	190.0	218.343735015
Oahu	2020062619	134.48804512	190.0	113.695714323
Oahu	2020062620	136.07	190.0	83.825
Oahu	2020062621	113.17	190.0	83.825
Oahu	2020062622	85.685	190.0	74.1359431403
Oahu	2020062623	91.17	190.0	83.0419083034
Oahu	2020062700	73.615	190.0	65.2971898988
Oahu	2020062701	78.345	190.0	68.151468171
Oahu	2020062702	44.305	190.0	42.8974419063
Oahu	2020062703	33.535	190.0	32.5672910978
Oahu	2020062704	40.08	190.0	38.7711382519
Oahu	2020062705	59.65	190.0	55.2751634068
Oahu	2020062706	69.3655635925	190.0	64.8984973279
Oahu	2020062707	115.300413503	190.0	100.838292566
Oahu	2020062708	408.371987324	190.0	218.343735015
Oahu	2020062709	477.713153255	190.0	218.343735015
Oahu	2020062710	476.752837285	190.0	218.343735015
Oahu	2020062711	507.727052613	190.0	218.343735015
Oahu	2020062712	521.838285006	190.0	218.343735015
Oahu	2020062713	480.657745883	190.0	218.343735015
Oahu	2020062714	439.844467137	190.0	218.343735015
Oahu	2020062715	388.079941746	190.0	218.343735015
Oahu	2020062716	307.673980154	190.0	218.343735015
Oahu	2020062717	296.457709391	190.0	218.162184947
Oahu	2020062718	185.896845747	190.0	142.04789366
Oahu	2020062719	35.394090583	190.0	33.9826392633
Oahu	2020062720	57.17	190.0	53.545255531
Oahu	2020062721	40.975	190.0	39.8218013273
Oahu	2020062722	39.58	190.0	38.4180390106
Oahu	2020062723	47.565	190.0	44.5736051328
Oahu	2020062800	18.93	190.0	19.7481860224
Oahu	2020062801	24.895	190.0	24.6707199019
Oahu	2020062802	27.475	190.0	26.9630512202
Oahu	2020062803	23.045	190.0	23.1946764867
Oahu	2020062804	33.315	190.0	32.188734116
Oahu	2020062805	34.005	190.0	32.9443010041
Oahu	2020062806	55.202	190.0	52.3314745895
Oahu	2020062807	191.866559884	190.0	144.752921168
Oahu	2020062808	472.56680398	190.0	218.343735015
Oahu	2020062809	463.819840163	190.0	218.343735015
Oahu	2020062810	604.363417637	190.0	218.343735015
Oahu	2020062811	652.336665132	190.0	218.343735015
Oahu	2020062812	619.061561114	190.0	218.343735015
Oahu	2020062813	639.092250544	190.0	218.343735015
Oahu	2020062814	590.205920553	190.0	218.343735015
Oahu	2020062815	548.071988422	190.0	218.343735015
Oahu	2020062816	471.471669341	190.0	218.343735015
Oahu	2020062817	505.849193256	190.0	218.343735015
Oahu	2020062818	331.060265981	190.0	218.343735015
Oahu	2020062819	74.1663595468	190.0	68.891196805
Oahu	2020062820	72.22	190.0	64.3141657142
Oahu	2020062821	103.005	190.0	83.825
Oahu	2020062822	105.575	190.0	83.825
Oahu	2020062823	106.17	190.0	94.3206593402
